#BGC Name	Clan Number	Family Number
BGC0002646	3929	4422
BGC0000020.1	308	37
BGC0001511.1	308	37
BGC0000161	308	308
BGC0000161.1	308	308
BGC0000977	308	1887
BGC0000977.1	308	1887
BGC0001874	308	1887
BGC0001874.1	308	1887
BGC0001854	308	3628
BGC0001854.1	308	3628
BGC0001901.1	308	3628
BGC0000021	664	38
BGC0000062	664	121
BGC0000062.1	664	121
BGC0000063	664	121
BGC0000063.1	664	121
BGC0002502	664	121
BGC0000345.1	664	664
BGC0001829.1	664	664
BGC0000022	1976	40
BGC0000022.1	1976	40
BGC0000143	1976	273
BGC0000143.1	1976	273
BGC0001023.1	1976	1976
BGC0001417.1	1976	1976
BGC0001429.1	1976	1976
BGC0001430.1	1976	1976
BGC0001431.1	1976	1976
BGC0001060	1976	2049
BGC0001060.1	1976	2049
BGC0002229	1976	4045
BGC0000023	306	42
BGC0000023.1	306	42
BGC0000069	306	132
BGC0000069.1	306	132
BGC0000084	306	191
BGC0000084.1	306	191
BGC0000100	306	191
BGC0000100.1	306	191
BGC0001670	306	191
BGC0001670.1	306	191
BGC0000160	306	306
BGC0000160.1	306	306
BGC0001130	306	2176
BGC0001130.1	306	2176
BGC0001553.1	306	2975
BGC0001649	306	3653
BGC0001649.1	306	3653
BGC0001916.1	306	3653
BGC0002102	306	3933
BGC0000024	3335	44
BGC0000024.1	3335	44
BGC0000109	3335	208
BGC0000109.1	3335	208
BGC0000111	3335	211
BGC0000111.1	3335	211
BGC0000112	3335	213
BGC0000112.1	3335	213
BGC0000117	3335	224
BGC0000117.1	3335	224
BGC0001339	3335	2564
BGC0001339.1	3335	2564
BGC0001741.1	3335	3335
BGC0000026	4066	48
BGC0000026.1	4066	48
BGC0000058	4066	112
BGC0000058.1	4066	112
BGC0001373	4066	2625
BGC0001373.1	4066	2625
BGC0002257	4066	4066
BGC0000027	3989	50
BGC0000027.1	3989	50
BGC0000037	3989	70
BGC0000037.1	3989	70
BGC0001159	3989	2232
BGC0001159.1	3989	2232
BGC0001244	3989	2394
BGC0001244.1	3989	2394
BGC0001405	3989	2686
BGC0001405.1	3989	2686
BGC0001800	3989	3448
BGC0001800.1	3989	3448
BGC0002165	3989	3989
BGC0002537	3989	4324
BGC0000031	188	59
BGC0000031.1	188	59
BGC0001533	188	59
BGC0001533.1	188	59
BGC0000099	188	188
BGC0000099.1	188	188
BGC0001247.1	188	2954
BGC0001541	188	2954
BGC0001541.1	188	2954
BGC0001542	188	2954
BGC0001542.1	188	2954
BGC0001243.1	188	3613
BGC0001892	188	3613
BGC0001892.1	188	3613
BGC0001907	188	3640
BGC0001907.1	188	3640
BGC0001784	188	3692
BGC0001784.1	188	3692
BGC0001939.1	188	3692
BGC0002236	188	4051
BGC0000032	298	60
BGC0000032.1	298	60
BGC0000156	298	298
BGC0000156.1	298	298
BGC0001348	298	2581
BGC0001348.1	298	2581
BGC0001726.1	298	3306
BGC0002709	298	4479
BGC0000033	2454	62
BGC0000033.1	2454	62
BGC0000157	2454	303
BGC0000157.1	2454	303
BGC0000158	2454	303
BGC0000158.1	2454	303
BGC0001264	2454	2454
BGC0001264.1	2454	2454
BGC0001280.1	2454	2454
BGC0001563.1	2454	2994
BGC0001630.1	2454	3126
BGC0002308	2454	4109
BGC0000038	3260	72
BGC0000038.1	3260	72
BGC0001035	3260	2000
BGC0001035.1	3260	2000
BGC0001273	3260	2442
BGC0001273.1	3260	2442
BGC0001702.1	3260	3260
BGC0002507	3260	4299
BGC0002603	3260	4380
BGC0000040	76	76
BGC0000040.1	76	76
BGC0000986	76	1904
BGC0000986.1	76	1904
BGC0001124	76	2166
BGC0002155	76	3981
BGC0002206	76	4022
BGC0000053	76	4094
BGC0000053.1	76	4094
BGC0002291	76	4094
BGC0002452	76	4247
BGC0000041	3932	78
BGC0000041.1	3932	78
BGC0000163	3932	312
BGC0001246	3932	2398
BGC0001246.1	3932	2398
BGC0001330	3932	2549
BGC0001330.1	3932	2549
BGC0001331.1	3932	2549
BGC0001565.1	3932	2998
BGC0001926	3932	3672
BGC0001926.1	3932	3672
BGC0000029	3932	3932
BGC0000029.1	3932	3932
BGC0000097	3932	3932
BGC0000097.1	3932	3932
BGC0001349	3932	3932
BGC0001349.1	3932	3932
BGC0002101	3932	3932
BGC0002227	3932	4043
BGC0000042	220	80
BGC0000042.1	220	80
BGC0000015.1	220	220
BGC0000115	220	220
BGC0000115.1	220	220
BGC0001709	220	220
BGC0001709.1	220	220
BGC0000146	220	279
BGC0000146.1	220	279
BGC0002515	220	279
BGC0000159	220	304
BGC0000159.1	220	304
BGC0002139	220	3966
BGC0000043	2298	82
BGC0000043.1	2298	82
BGC0001194	2298	2298
BGC0001194.1	2298	2298
BGC0000028	2298	2373
BGC0000028.1	2298	2373
BGC0001232.1	2298	2373
BGC0001477.1	2298	2829
BGC0000051	2298	3028
BGC0000051.1	2298	3028
BGC0001580	2298	3028
BGC0001580.1	2298	3028
BGC0001666.1	2298	3197
BGC0002431	2298	4226
BGC0000044	84	84
BGC0000044.1	84	84
BGC0000039	84	187
BGC0000039.1	84	187
BGC0000098	84	187
BGC0000098.1	84	187
BGC0001072	84	2073
BGC0001072.1	84	2073
BGC0001245	84	2396
BGC0001245.1	84	2396
BGC0001252	84	2409
BGC0001252.1	84	2409
BGC0000045	4345	86
BGC0000045.1	4345	86
BGC0000052	4345	4155
BGC0000052.1	4345	4155
BGC0001581.1	4345	4155
BGC0001662	4345	4155
BGC0001662.1	4345	4155
BGC0001932.1	4345	4155
BGC0002355	4345	4155
BGC0002356	4345	4155
BGC0002498	4345	4155
BGC0002559	4345	4345
BGC0002731	4345	4495
BGC0000035	2775	91
BGC0000035.1	2775	91
BGC0000047	2775	91
BGC0000047.1	2775	91
BGC0001396	2775	91
BGC0001396.1	2775	91
BGC0000068	2775	130
BGC0000068.1	2775	130
BGC0001363.1	2775	2606
BGC0001754.1	2775	2606
BGC0001449.1	2775	2775
BGC0001606	2775	3078
BGC0001606.1	2775	3078
BGC0001770	2775	3389
BGC0001770.1	2775	3389
BGC0001908.1	2775	3389
BGC0002517	2775	3389
BGC0000048	3336	92
BGC0000048.1	3336	92
BGC0001305	3336	2502
BGC0001305.1	3336	2502
BGC0001329.1	3336	2545
BGC0001742	3336	3336
BGC0001742.1	3336	3336
BGC0001378	3336	3454
BGC0001378.1	3336	3454
BGC0001804.1	3336	3454
BGC0002523	3336	4311
BGC0002612	3336	4389
BGC0002676	3336	4448
BGC0000050	96	96
BGC0000050.1	96	96
BGC0001067	96	2064
BGC0001067.1	96	2064
BGC0001215.1	96	2340
BGC0001400	96	2677
BGC0001400.1	96	2677
BGC0002228	96	4044
BGC0000054	736	104
BGC0000054.1	736	104
BGC0000079	736	150
BGC0000079.1	736	150
BGC0000105	736	200
BGC0000105.1	736	200
BGC0000383	736	736
BGC0000383.1	736	736
BGC0002592	736	4374
BGC0000167	736	4410
BGC0000167.1	736	4410
BGC0002634	736	4410
BGC0000055	3459	105
BGC0000055.1	3459	105
BGC0000961	3459	1854
BGC0000961.1	3459	1854
BGC0001807.1	3459	3459
BGC0002429	3459	4224
BGC0000056	1313	107
BGC0000056.1	1313	107
BGC0000082	1313	156
BGC0000082.1	1313	156
BGC0000153	1313	293
BGC0000153.1	1313	293
BGC0000164	1313	314
BGC0000682	1313	1313
BGC0000682.1	1313	1313
BGC0000965.1	1313	1863
BGC0001397.1	1313	1863
BGC0001584.1	1313	1863
BGC0001056	1313	2041
BGC0001056.1	1313	2041
BGC0000057	176	109
BGC0000057.1	176	109
BGC0000092	176	176
BGC0000092.1	176	176
BGC0001466.1	176	2807
BGC0001954	176	2807
BGC0001954.1	176	2807
BGC0001626.1	176	3118
BGC0000018	176	3918
BGC0000018.1	176	3918
BGC0001812	176	3918
BGC0001812.1	176	3918
BGC0002086	176	3918
BGC0002234	176	4049
BGC0002427	176	4222
BGC0000070	3368	134
BGC0000070.1	3368	134
BGC0000076	3368	147
BGC0000076.1	3368	147
BGC0000077	3368	147
BGC0000077.1	3368	147
BGC0000123	3368	3151
BGC0000123.1	3368	3151
BGC0001643.1	3368	3151
BGC0000136.1	3368	3368
BGC0001759.1	3368	3368
BGC0002063	3368	3897
BGC0000072	2059	136
BGC0000072.1	2059	136
BGC0001065	2059	2059
BGC0001065.1	2059	2059
BGC0001169	2059	2251
BGC0001169.1	2059	2251
BGC0001467.1	2059	2809
BGC0001360	2059	3217
BGC0001360.1	2059	3217
BGC0001677	2059	3217
BGC0001677.1	2059	3217
BGC0002616	2059	3217
BGC0001708	2059	3272
BGC0001708.1	2059	3272
BGC0001738.1	2059	3329
BGC0001773	2059	3394
BGC0001773.1	2059	3394
BGC0000073	4007	138
BGC0000073.1	4007	138
BGC0000140	4007	267
BGC0000140.1	4007	267
BGC0002105	4007	3936
BGC0002333	4007	3936
BGC0000134	4007	4007
BGC0000134.1	4007	4007
BGC0002187	4007	4007
BGC0002194	4007	4013
BGC0000078	3435	148
BGC0000078.1	3435	148
BGC0000135	3435	259
BGC0000135.1	3435	259
BGC0001418.1	3435	2717
BGC0001419.1	3435	2717
BGC0001420.1	3435	2717
BGC0001793.1	3435	3435
BGC0000081	2981	154
BGC0000081.1	2981	154
BGC0000110	2981	209
BGC0000110.1	2981	209
BGC0001556.1	2981	2981
BGC0002614	2981	4391
BGC0000085	162	162
BGC0000085.1	162	162
BGC0001394.1	162	2666
BGC0001737.1	162	2666
BGC0002223	162	4039
BGC0000086	3161	167
BGC0000086.1	3161	167
BGC0000087	3161	167
BGC0000087.1	3161	167
BGC0000148	3161	283
BGC0000148.1	3161	283
BGC0000166	3161	318
BGC0000166.1	3161	318
BGC0001648	3161	3161
BGC0001648.1	3161	3161
BGC0001377	3161	3474
BGC0001377.1	3161	3474
BGC0001815.1	3161	3474
BGC0002214	3161	4030
BGC0002255	3161	4064
BGC0000088	4412	168
BGC0000089.1	4412	168
BGC0001046	4412	2021
BGC0001046.1	4412	2021
BGC0001445.1	4412	2767
BGC0001257	4412	3638
BGC0001257.1	4412	3638
BGC0001906	4412	3638
BGC0001906.1	4412	3638
BGC0001998	4412	3798
BGC0001998.1	4412	3798
BGC0002168	4412	3992
BGC0002170	4412	3992
BGC0002636	4412	4412
BGC0000094	4031	179
BGC0000094.1	4031	179
BGC0000103	4031	195
BGC0000103.1	4031	195
BGC0000144	4031	275
BGC0000144.1	4031	275
BGC0001298	4031	2488
BGC0001298.1	4031	2488
BGC0001338	4031	2562
BGC0001338.1	4031	2562
BGC0001620	4031	3375
BGC0001620.1	4031	3375
BGC0001763	4031	3375
BGC0001763.1	4031	3375
BGC0002192	4031	4011
BGC0002215	4031	4031
BGC0002500	4031	4292
BGC0000096	2567	182
BGC0000096.1	2567	182
BGC0001340	2567	2567
BGC0001340.1	2567	2567
BGC0001385.1	2567	2567
BGC0000104	3762	197
BGC0000104.1	3762	197
BGC0000113	3762	215
BGC0000113.1	3762	215
BGC0001931	3762	215
BGC0001931.1	3762	215
BGC0002033	3762	215
BGC0002033.1	3762	215
BGC0000992	3762	1914
BGC0000992.1	3762	1914
BGC0001714.1	3762	3282
BGC0001722	3762	3297
BGC0001722.1	3762	3297
BGC0001827	3762	3496
BGC0001827.1	3762	3496
BGC0001828	3762	3498
BGC0001828.1	3762	3498
BGC0001866	3762	3567
BGC0001866.1	3762	3567
BGC0002030.1	3762	3567
BGC0001976	3762	3762
BGC0001976.1	3762	3762
BGC0001977.1	3762	3762
BGC0000116	222	222
BGC0000116.1	222	222
BGC0000154	222	296
BGC0000154.1	222	296
BGC0001141	222	2196
BGC0001141.1	222	2196
BGC0001284	222	2460
BGC0001284.1	222	2460
BGC0000118	3293	228
BGC0000118.1	3293	228
BGC0000119	3293	228
BGC0000119.1	3293	228
BGC0001144	3293	2202
BGC0001144.1	3293	2202
BGC0001720	3293	3293
BGC0001720.1	3293	3293
BGC0001750.1	3293	3351
BGC0000121	4001	232
BGC0000121.1	4001	232
BGC0001205	4001	2320
BGC0001205.1	4001	2320
BGC0002177	4001	4001
BGC0002545	4001	4332
BGC0002619	4001	4396
BGC0000124	237	237
BGC0000124.1	237	237
BGC0000142	237	272
BGC0000142.1	237	272
BGC0001199	237	2308
BGC0001199.1	237	2308
BGC0002266	237	4073
BGC0000126	241	241
BGC0000126.1	241	241
BGC0000684	241	1317
BGC0000684.1	241	1317
BGC0001492	241	2856
BGC0001492.1	241	2856
BGC0001600.1	241	3067
BGC0002233	241	4048
BGC0002541	241	4328
BGC0002726	241	4493
BGC0000127	4137	243
BGC0000127.1	4137	243
BGC0001421.1	4137	2719
BGC0001422.1	4137	2719
BGC0001423.1	4137	2719
BGC0001424.1	4137	2719
BGC0001425.1	4137	2719
BGC0001426.1	4137	2719
BGC0001427.1	4137	2719
BGC0001428.1	4137	2719
BGC0001015.1	4137	3199
BGC0001016.1	4137	3199
BGC0001017.1	4137	3199
BGC0001667.1	4137	3199
BGC0001705.1	4137	3199
BGC0001830	4137	3503
BGC0001830.1	4137	3503
BGC0001865	4137	3565
BGC0001865.1	4137	3565
BGC0002180	4137	4003
BGC0002338	4137	4137
BGC0002587	4137	4371
BGC0000128	2420	245
BGC0000128.1	2420	245
BGC0001004	2420	1939
BGC0001004.1	2420	1939
BGC0001183	2420	1939
BGC0001183.1	2420	1939
BGC0002550	2420	1939
BGC0001258	2420	2420
BGC0001258.1	2420	2420
BGC0002154	2420	2420
BGC0002161	2420	2420
BGC0002237	2420	4052
BGC0002258	2420	4067
BGC0002267	2420	4074
BGC0000129	248	248
BGC0000129.1	248	248
BGC0000170	248	325
BGC0000170.1	248	325
BGC0001450.1	248	325
BGC0002615	248	325
BGC0001303	248	2498
BGC0001303.1	248	2498
BGC0000130	310	254
BGC0000130.1	310	254
BGC0000132	310	254
BGC0000132.1	310	254
BGC0000133	310	256
BGC0000133.1	310	256
BGC0000162	310	310
BGC0000162.1	310	310
BGC0001068	310	2065
BGC0001068.1	310	2065
BGC0001519.1	310	2910
BGC0000107	310	3999
BGC0000107.1	310	3999
BGC0002175	310	3999
BGC0002196	310	4015
BGC0000151	1934	289
BGC0000151.1	1934	289
BGC0001002	1934	1934
BGC0001002.1	1934	1934
BGC0001038	1934	2005
BGC0001038.1	1934	2005
BGC0001118	1934	2156
BGC0001118.1	1934	2156
BGC0001503.1	1934	2878
BGC0001934	1934	3845
BGC0001934.1	1934	3845
BGC0002022	1934	3845
BGC0002022.1	1934	3845
BGC0000152	3024	291
BGC0000152.1	3024	291
BGC0000168	3024	322
BGC0000168.1	3024	322
BGC0001578	3024	3024
BGC0001578.1	3024	3024
BGC0001724.1	3024	3302
BGC0002211	3024	4027
BGC0002213	3024	4029
BGC0000467	2763	898
BGC0000467.1	2763	898
BGC0001242	2763	2392
BGC0001242.1	2763	2392
BGC0001304	2763	2500
BGC0001304.1	2763	2500
BGC0001443.1	2763	2763
BGC0001504	2763	2880
BGC0001504.1	2763	2880
BGC0000974.1	1881	1881
BGC0001559.1	1881	1881
BGC0001266	1881	2432
BGC0001266.1	1881	2432
BGC0001403	1881	2682
BGC0001403.1	1881	2682
BGC0001495	1881	2862
BGC0001495.1	1881	2862
BGC0001653	1881	3170
BGC0001653.1	1881	3170
BGC0001697.1	1881	3251
BGC0002729	1881	3251
BGC0002244	1881	4057
BGC0001143	4418	2200
BGC0001143.1	4418	2200
BGC0001200	4418	2310
BGC0001200.1	4418	2310
BGC0001230.1	4418	2370
BGC0001766.1	4418	2370
BGC0002642	4418	4418
BGC0000030	2230	2230
BGC0000030.1	2230	2230
BGC0001158.1	2230	2230
BGC0001172	2230	2257
BGC0001172.1	2230	2257
BGC0001435	2230	2746
BGC0001435.1	2230	2746
BGC0002191	2230	4010
BGC0002526	2230	4314
BGC0001254	4148	2412
BGC0001254.1	4148	2412
BGC0001703.1	4148	3262
BGC0002190	4148	4009
BGC0002349	4148	4148
BGC0002525	4148	4313
BGC0001275	2447	2447
BGC0001275.1	2447	2447
BGC0001276	2447	2447
BGC0001276.1	2447	2447
BGC0001909	2447	3642
BGC0001909.1	2447	3642
BGC0001436.1	3917	2749
BGC0001557.1	3917	2749
BGC0001119.1	3917	3291
BGC0001719	3917	3291
BGC0001785.1	3917	3419
BGC0001816.1	3917	3476
BGC0002085	3917	3917
BGC0002446	3917	4241
BGC0001446	3861	2768
BGC0001446.1	3861	2768
BGC0000059	3861	3861
BGC0000059.1	3861	3861
BGC0002032	3861	3861
BGC0002032.1	3861	3861
BGC0002387	3861	4183
BGC0001447	4445	2770
BGC0001447.1	4445	2770
BGC0001988	4445	3779
BGC0001988.1	4445	3779
BGC0002253	4445	4062
BGC0002673	4445	4445
BGC0001544.1	3277	2958
BGC0001619	3277	3104
BGC0001619.1	3277	3104
BGC0001704.1	3277	3264
BGC0001711.1	3277	3277
BGC0002088	3277	3920
BGC0002138	3277	3965
BGC0002072	3277	4156
BGC0002357	3277	4156
BGC0001560.1	3312	2988
BGC0001729	3312	3312
BGC0001729.1	3312	3312
BGC0001755	3312	3360
BGC0001755.1	3312	3360
BGC0001886	3312	3600
BGC0001886.1	3312	3600
BGC0002240	3312	4055
BGC0001309.1	3312	4275
BGC0002483	3312	4275
BGC0001597	4375	3060
BGC0001597.1	4375	3060
BGC0002594	4375	4375
BGC0002604	4375	4381
BGC0001598	3062	3062
BGC0001598.1	3062	3062
BGC0001877	3062	3585
BGC0001877.1	3062	3585
BGC0002010	3062	3821
BGC0002010.1	3062	3821
BGC0002142	3062	3969
