#BGC Name	Family Number
BGC0000159	304
BGC0000159.1	304
BGC0000160	306
BGC0000160.1	306
BGC0000161	308
BGC0000161.1	308
BGC0000162	310
BGC0000162.1	310
BGC0000163	312
BGC0000164	314
BGC0000166	318
BGC0000166.1	318
BGC0000168	322
BGC0000168.1	322
BGC0000170	325
BGC0000170.1	325
BGC0001450.1	325
BGC0002615	325
BGC0000345.1	664
BGC0001829.1	664
BGC0000383	736
BGC0000383.1	736
BGC0000467	898
BGC0000467.1	898
BGC0000682	1313
BGC0000682.1	1313
BGC0000684	1317
BGC0000684.1	1317
BGC0000864	1663
BGC0000935	1803
BGC0000935.1	1803
BGC0000961	1854
BGC0000961.1	1854
BGC0000965.1	1863
BGC0001397.1	1863
BGC0001584.1	1863
BGC0000974.1	1881
BGC0001559.1	1881
BGC0000977	1887
BGC0000977.1	1887
BGC0001874	1887
BGC0001874.1	1887
BGC0000986	1904
BGC0000986.1	1904
BGC0000992	1914
BGC0000992.1	1914
BGC0001002	1934
BGC0001002.1	1934
BGC0001004	1939
BGC0001004.1	1939
BGC0001183	1939
BGC0001183.1	1939
BGC0002550	1939
BGC0001023.1	1976
BGC0001417.1	1976
BGC0001429.1	1976
BGC0001430.1	1976
BGC0001431.1	1976
BGC0001035	2000
BGC0001035.1	2000
BGC0001038	2005
BGC0001038.1	2005
BGC0001046	2021
BGC0001046.1	2021
BGC0001056	2041
BGC0001056.1	2041
BGC0001060	2049
BGC0001060.1	2049
BGC0001065	2059
BGC0001065.1	2059
BGC0001067	2064
BGC0001067.1	2064
BGC0001068	2065
BGC0001068.1	2065
BGC0001072	2073
BGC0001072.1	2073
BGC0001118	2156
BGC0001118.1	2156
BGC0001124	2166
BGC0001130	2176
BGC0001130.1	2176
BGC0001141	2196
BGC0001141.1	2196
BGC0001143	2200
BGC0001143.1	2200
BGC0001144	2202
BGC0001144.1	2202
BGC0000030	2230
BGC0000030.1	2230
BGC0001158.1	2230
BGC0001159	2232
BGC0001159.1	2232
BGC0001169	2251
BGC0001169.1	2251
BGC0001172	2257
BGC0001172.1	2257
BGC0001194	2298
BGC0001194.1	2298
BGC0001199	2308
BGC0001199.1	2308
BGC0001200	2310
BGC0001200.1	2310
BGC0001204	2318
BGC0001204.1	2318
BGC0001205	2320
BGC0001205.1	2320
BGC0001215.1	2340
BGC0001230.1	2370
BGC0001766.1	2370
BGC0000028	2373
BGC0000028.1	2373
BGC0001232.1	2373
BGC0001242	2392
BGC0001242.1	2392
BGC0001244	2394
BGC0001244.1	2394
BGC0001245	2396
BGC0001245.1	2396
BGC0001246	2398
BGC0001246.1	2398
BGC0001252	2409
BGC0001252.1	2409
BGC0001254	2412
BGC0001254.1	2412
BGC0001258	2420
BGC0001258.1	2420
BGC0002154	2420
BGC0002161	2420
BGC0001266	2432
BGC0001266.1	2432
BGC0001273	2442
BGC0001273.1	2442
BGC0001275	2447
BGC0001275.1	2447
BGC0001276	2447
BGC0001276.1	2447
BGC0001264	2454
BGC0001264.1	2454
BGC0001280.1	2454
BGC0001281	2456
BGC0001281.1	2456
BGC0001284	2460
BGC0001284.1	2460
BGC0001293	2478
BGC0001298	2488
BGC0001298.1	2488
BGC0001303	2498
BGC0001303.1	2498
BGC0001304	2500
BGC0001304.1	2500
BGC0001305	2502
BGC0001305.1	2502
BGC0001327.1	2541
BGC0001328.1	2541
BGC0001329.1	2545
BGC0001330	2549
BGC0001330.1	2549
BGC0001331.1	2549
BGC0001332.1	2551
BGC0001338	2562
BGC0001338.1	2562
BGC0001339	2564
BGC0001339.1	2564
BGC0001340	2567
BGC0001340.1	2567
BGC0001385.1	2567
BGC0001348	2581
BGC0001348.1	2581
BGC0001363.1	2606
BGC0001754.1	2606
BGC0001373	2625
BGC0001373.1	2625
BGC0001394.1	2666
BGC0001737.1	2666
BGC0001400	2677
BGC0001400.1	2677
BGC0001403	2682
BGC0001403.1	2682
BGC0001404	2684
BGC0001404.1	2684
BGC0001405	2686
BGC0001405.1	2686
BGC0001418.1	2717
BGC0001419.1	2717
BGC0001420.1	2717
BGC0001421.1	2719
BGC0001422.1	2719
BGC0001423.1	2719
BGC0001424.1	2719
BGC0001425.1	2719
BGC0001426.1	2719
BGC0001427.1	2719
BGC0001428.1	2719
BGC0001432.1	2741
BGC0001296	2743
BGC0001296.1	2743
BGC0001433	2743
BGC0001433.1	2743
BGC0001435	2746
BGC0001435.1	2746
BGC0001436.1	2749
BGC0001557.1	2749
BGC0001443.1	2763
BGC0001445.1	2767
BGC0001446	2768
BGC0001446.1	2768
BGC0001447	2770
BGC0001447.1	2770
BGC0001449.1	2775
BGC0001466.1	2807
BGC0001954	2807
BGC0001954.1	2807
BGC0001467.1	2809
BGC0001477.1	2829
BGC0001489	2850
BGC0001489.1	2850
BGC0001491.1	2855
BGC0001492	2856
BGC0001492.1	2856
BGC0001495	2862
BGC0001495.1	2862
BGC0001503.1	2878
BGC0001504	2880
BGC0001504.1	2880
BGC0001508	2888
BGC0001508.1	2888
BGC0001519.1	2910
BGC0001452	2916
BGC0001452.1	2916
BGC0001522	2916
BGC0001522.1	2916
BGC0001537	2944
BGC0001537.1	2944
BGC0001247.1	2954
BGC0001541	2954
BGC0001541.1	2954
BGC0001542	2954
BGC0001542.1	2954
BGC0001544.1	2958
BGC0001553.1	2975
BGC0001556.1	2981
BGC0001560.1	2988
BGC0001563.1	2994
BGC0001565.1	2998
BGC0001578	3024
BGC0001578.1	3024
BGC0000051	3028
BGC0000051.1	3028
BGC0001580	3028
BGC0001580.1	3028
BGC0001583	3032
BGC0001583.1	3032
BGC0001597	3060
BGC0001597.1	3060
BGC0001598	3062
BGC0001598.1	3062
BGC0001600.1	3067
BGC0001606	3078
BGC0001606.1	3078
BGC0001619	3104
BGC0001619.1	3104
BGC0001626.1	3118
BGC0001630.1	3126
BGC0001631.1	3128
BGC0000123	3151
BGC0000123.1	3151
BGC0001643.1	3151
BGC0001648	3161
BGC0001648.1	3161
BGC0001653	3170
BGC0001653.1	3170
BGC0001658	3180
BGC0001658.1	3180
BGC0001666.1	3197
BGC0001015.1	3199
BGC0001016.1	3199
BGC0001017.1	3199
BGC0001667.1	3199
BGC0001705.1	3199
BGC0001360	3217
BGC0001360.1	3217
BGC0001677	3217
BGC0001677.1	3217
BGC0002616	3217
BGC0000108.1	3239
BGC0000125.1	3239
BGC0001690.1	3239
BGC0001694	3245
BGC0001694.1	3245
BGC0001695.1	3248
BGC0001697.1	3251
BGC0002729	3251
BGC0001523	3255
BGC0001523.1	3255
BGC0001700	3255
BGC0001700.1	3255
BGC0001702.1	3260
BGC0001703.1	3262
BGC0001704.1	3264
BGC0001708	3272
BGC0001708.1	3272
BGC0001711.1	3277
BGC0001714.1	3282
BGC0001119.1	3291
BGC0001719	3291
BGC0001720	3293
BGC0001720.1	3293
BGC0001722	3297
BGC0001722.1	3297
BGC0001724.1	3302
BGC0001726.1	3306
BGC0001729	3312
BGC0001729.1	3312
BGC0001738.1	3329
BGC0001741.1	3335
BGC0001742	3336
BGC0001742.1	3336
BGC0001749	3348
BGC0001749.1	3348
BGC0001750.1	3351
BGC0001755	3360
BGC0001755.1	3360
BGC0000136.1	3368
BGC0001759.1	3368
BGC0001620	3375
BGC0001620.1	3375
BGC0001763	3375
BGC0001763.1	3375
BGC0001770	3389
BGC0001770.1	3389
BGC0001908.1	3389
BGC0002517	3389
BGC0001773	3394
BGC0001773.1	3394
BGC0001785.1	3419
BGC0001793.1	3435
BGC0001794.1	3437
BGC0001798.1	3444
BGC0001800	3448
BGC0001800.1	3448
BGC0001378	3454
BGC0001378.1	3454
BGC0001804.1	3454
BGC0001807.1	3459
BGC0001377	3474
BGC0001377.1	3474
BGC0001815.1	3474
BGC0001816.1	3476
BGC0001827	3496
BGC0001827.1	3496
BGC0001828	3498
BGC0001828.1	3498
BGC0001830	3503
BGC0001830.1	3503
BGC0001858	3552
BGC0001858.1	3552
BGC0001865	3565
BGC0001865.1	3565
BGC0001866	3567
BGC0001866.1	3567
BGC0002030.1	3567
BGC0001877	3585
BGC0001877.1	3585
BGC0001886	3600
BGC0001886.1	3600
BGC0001243.1	3613
BGC0001892	3613
BGC0001892.1	3613
BGC0001899	3625
BGC0001899.1	3625
BGC0001854	3628
BGC0001854.1	3628
BGC0001901.1	3628
BGC0001257	3638
BGC0001257.1	3638
BGC0001906	3638
BGC0001906.1	3638
BGC0001907	3640
BGC0001907.1	3640
BGC0001909	3642
BGC0001909.1	3642
BGC0001913	3649
BGC0001913.1	3649
BGC0001649	3653
BGC0001649.1	3653
BGC0001916.1	3653
BGC0001926	3672
BGC0001926.1	3672
BGC0001784	3692
BGC0001784.1	3692
BGC0001939.1	3692
BGC0001944	3700
BGC0001944.1	3700
BGC0001976	3762
BGC0001976.1	3762
BGC0001977.1	3762
BGC0001988	3779
BGC0001988.1	3779
BGC0001998	3798
BGC0001998.1	3798
BGC0002010	3821
BGC0002010.1	3821
BGC0001934	3845
BGC0001934.1	3845
BGC0002022	3845
BGC0002022.1	3845
BGC0000059	3861
BGC0000059.1	3861
BGC0002032	3861
BGC0002032.1	3861
BGC0000114	3871
BGC0000114.1	3871
BGC0002038	3871
BGC0002062	3896
BGC0002063	3897
BGC0002085	3917
BGC0000018	3918
BGC0000018.1	3918
BGC0001812	3918
BGC0001812.1	3918
BGC0002086	3918
BGC0002088	3920
BGC0002096	3927
BGC0002098	3929
BGC0000029	3932
BGC0000029.1	3932
BGC0000097	3932
BGC0000097.1	3932
BGC0001349	3932
BGC0001349.1	3932
BGC0002101	3932
BGC0002102	3933
BGC0002105	3936
BGC0002333	3936
BGC0002124	3952
BGC0002138	3965
BGC0002139	3966
BGC0002142	3969
BGC0002155	3981
BGC0002165	3989
BGC0002168	3992
BGC0002170	3992
BGC0000107	3999
BGC0000107.1	3999
BGC0002175	3999
BGC0002177	4001
BGC0002180	4003
BGC0002185	4005
BGC0000134	4007
BGC0000134.1	4007
BGC0002187	4007
BGC0002190	4009
BGC0002191	4010
BGC0002192	4011
BGC0002194	4013
BGC0002196	4015
BGC0002206	4022
BGC0002211	4027
BGC0002213	4029
BGC0002214	4030
BGC0002215	4031
BGC0002223	4039
BGC0002222	4040
BGC0002224	4040
BGC0002227	4043
BGC0002228	4044
BGC0002229	4045
BGC0002233	4048
BGC0002234	4049
BGC0002236	4051
BGC0002237	4052
BGC0002238	4053
BGC0002240	4055
BGC0002244	4057
BGC0002253	4062
BGC0002255	4064
BGC0002257	4066
BGC0002258	4067
BGC0002266	4073
BGC0002267	4074
BGC0000053	4094
BGC0000053.1	4094
BGC0002291	4094
BGC0002301	4102
BGC0002308	4109
BGC0002338	4137
BGC0002349	4148
BGC0000052	4155
BGC0000052.1	4155
BGC0001581.1	4155
BGC0001662	4155
BGC0001662.1	4155
BGC0001932.1	4155
BGC0002355	4155
BGC0002356	4155
BGC0002498	4155
BGC0002072	4156
BGC0002357	4156
BGC0002376	4172
BGC0002387	4183
BGC0002427	4222
BGC0002429	4224
BGC0002431	4226
BGC0002446	4241
BGC0002452	4247
BGC0001309.1	4275
BGC0002483	4275
BGC0002500	4292
BGC0002507	4299
BGC0002523	4311
BGC0002525	4313
BGC0002526	4314
BGC0002537	4324
BGC0002541	4328
BGC0002545	4332
BGC0002559	4345
BGC0002587	4371
BGC0002592	4374
BGC0002594	4375
BGC0002596	4376
BGC0002603	4380
BGC0002604	4381
BGC0002612	4389
BGC0002614	4391
BGC0002619	4396
BGC0000167	4410
BGC0000167.1	4410
BGC0002634	4410
BGC0002636	4412
BGC0002642	4418
BGC0002646	4422
BGC0002673	4445
BGC0002676	4448
BGC0002709	4479
BGC0002726	4493
BGC0002731	4495
BGC0002745	4501
