#BGC Name	Clan Number	Family Number
BGC0000091	2657	173
BGC0000217	2657	419
BGC0000217.1	2657	419
BGC0000218	2657	419
BGC0000218.1	2657	419
BGC0001006	2657	1944
BGC0001007	2657	1944
BGC0001052	2657	2033
BGC0001106	2657	2133
BGC0001106.1	2657	2133
BGC0001366	2657	2611
BGC0001366.1	2657	2611
BGC0000181	2657	2645
BGC0000181.1	2657	2645
BGC0001383	2657	2645
BGC0001383.1	2657	2645
BGC0001390	2657	2657
BGC0000965	2657	2671
BGC0001397	2657	2671
BGC0001584	2657	2671
BGC0001418	2657	2716
BGC0001419	2657	2716
BGC0001420	2657	2716
BGC0001520	2657	2912
BGC0001520.1	2657	2912
BGC0000106	201	201
BGC0000175	201	334
BGC0000175.1	201	334
BGC0000214	201	2078
BGC0000214.1	201	2078
BGC0001074	201	2078
BGC0001074.1	201	2078
BGC0001558	201	2078
BGC0001558.1	201	2078
BGC0001568	201	2078
BGC0001568.1	201	2078
BGC0001738	201	3328
BGC0001902	201	3629
BGC0001902.1	201	3629
BGC0002104	201	3935
BGC0000118	2051	225
BGC0000119	2051	225
BGC0001061	2051	2051
BGC0001061.1	2051	2051
BGC0001103	2051	2128
BGC0001103.1	2051	2128
BGC0002212	2051	4028
BGC0002386	2051	4182
BGC0000122	426	233
BGC0000171	426	326
BGC0000171.1	426	326
BGC0000222	426	426
BGC0000222.1	426	426
BGC0000967	426	1866
BGC0000967.1	426	1866
BGC0001367	426	2613
BGC0001876	426	3584
BGC0001876.1	426	3584
BGC0002011	426	3824
BGC0002011.1	426	3824
BGC0002127	426	3955
BGC0000136	3544	261
BGC0001759	3544	261
BGC0000335	3544	644
BGC0000979	3544	1890
BGC0000980	3544	1890
BGC0001148	3544	2210
BGC0001148.1	3544	2210
BGC0001853	3544	3544
BGC0000137	2955	263
BGC0000254	2955	486
BGC0000254.1	2955	486
BGC0001543	2955	2955
BGC0001543.1	2955	2955
BGC0001647	2955	3158
BGC0001647.1	2955	3158
BGC0000138	265	265
BGC0002106	265	265
BGC0000997	265	1924
BGC0001026	265	1981
BGC0002261	265	1981
BGC0001101	265	2124
BGC0001101.1	265	2124
BGC0001182	265	2274
BGC0001288	265	2468
BGC0002478	265	4271
BGC0000165	3947	316
BGC0000865	3947	1665
BGC0000865.1	3947	1665
BGC0000954	3947	1840
BGC0001069	3947	2067
BGC0001611	3947	3088
BGC0001611.1	3947	3088
BGC0001794	3947	3436
BGC0002118	3947	3947
BGC0002119	3947	3947
BGC0000172	3418	328
BGC0000172.1	3418	328
BGC0000180	3418	344
BGC0000180.1	3418	344
BGC0001197	3418	2304
BGC0001197.1	3418	2304
BGC0001644	3418	3152
BGC0001644.1	3418	3152
BGC0001751	3418	3352
BGC0001751.1	3418	3352
BGC0001785	3418	3418
BGC0002623	3418	4400
BGC0000174	2369	332
BGC0000174.1	2369	332
BGC0001099	2369	2120
BGC0001099.1	2369	2120
BGC0001230	2369	2369
BGC0001905	2369	3635
BGC0001905.1	2369	3635
BGC0002374	2369	4171
BGC0000177	338	338
BGC0000177.1	338	338
BGC0000262	338	503
BGC0000262.1	338	503
BGC0000988	338	1910
BGC0000989	338	1910
BGC0000990	338	1910
BGC0000991	338	1910
BGC0001116	338	2152
BGC0001116.1	338	2152
BGC0001183	338	2276
BGC0001183.1	338	2276
BGC0002093	338	3925
BGC0000178	2142	340
BGC0000178.1	2142	340
BGC0001053	2142	2035
BGC0001344	2142	2035
BGC0001111	2142	2142
BGC0001111.1	2142	2142
BGC0002082	2142	3914
BGC0000179	444	342
BGC0000179.1	444	342
BGC0000211	444	404
BGC0000211.1	444	404
BGC0000201	444	444
BGC0000201.1	444	444
BGC0000202	444	444
BGC0000202.1	444	444
BGC0000203	444	444
BGC0000203.1	444	444
BGC0000229	444	444
BGC0000229.1	444	444
BGC0000231	444	444
BGC0000231.1	444	444
BGC0000268	444	444
BGC0000268.1	444	444
BGC0001072	444	444
BGC0001072.1	444	444
BGC0001895	444	444
BGC0001895.1	444	444
BGC0001904	444	444
BGC0001904.1	444	444
BGC0002028	444	444
BGC0002028.1	444	444
BGC0002477	444	444
BGC0000233	444	448
BGC0000233.1	444	448
BGC0000266	444	510
BGC0000266.1	444	510
BGC0001689.1	444	3237
BGC0002009	444	3819
BGC0000182	1973	348
BGC0000182.1	1973	348
BGC0001022	1973	1973
BGC0001029	1973	1987
BGC0001051	1973	2031
BGC0001100	1973	2122
BGC0001449	1973	2774
BGC0001477	1973	2828
BGC0002570	1973	4355
BGC0000185	4329	353
BGC0000185.1	4329	353
BGC0000833	4329	1602
BGC0001047	4329	2023
BGC0001102	4329	2126
BGC0000976	4329	2243
BGC0001165	4329	2243
BGC0002204	4329	4020
BGC0002542	4329	4329
BGC0000186	506	355
BGC0000186.1	506	355
BGC0000264	506	506
BGC0000264.1	506	506
BGC0000280	506	540
BGC0000280.1	506	540
BGC0000281	506	540
BGC0000281.1	506	540
BGC0001000	506	1930
BGC0002381	506	4177
BGC0000194	4206	371
BGC0000194.1	4206	371
BGC0000978	4206	1888
BGC0001049	4206	2188
BGC0001136	4206	2188
BGC0001218	4206	2188
BGC0001331	4206	2548
BGC0001831	4206	3504
BGC0001831.1	4206	3504
BGC0002085	4206	3917
BGC0002411	4206	4206
BGC0002558	4206	4344
BGC0000195	1872	373
BGC0000195.1	1872	373
BGC0000204	1872	392
BGC0000204.1	1872	392
BGC0000970	1872	1872
BGC0001028	1872	1985
BGC0002061	1872	1985
BGC0001666	1872	3196
BGC0001960	1872	3730
BGC0001960.1	1872	3730
BGC0002649	1872	4425
BGC0000197	2015	377
BGC0000197.1	2015	377
BGC0000996	2015	2015
BGC0000999	2015	2015
BGC0001043	2015	2015
BGC0001556	2015	2015
BGC0001726	2015	2015
BGC0002365	2015	2015
BGC0002509	2015	2015
BGC0001795	2015	3438
BGC0001795.1	2015	3438
BGC0000235	2015	3834
BGC0000235.1	2015	3834
BGC0002016	2015	3834
BGC0002016.1	2015	3834
BGC0002137	2015	3964
BGC0002304	2015	4105
BGC0000198	379	379
BGC0001112	379	2144
BGC0001112.1	379	2144
BGC0001064	379	3000
BGC0001064.1	379	3000
BGC0001357	379	3000
BGC0001357.1	379	3000
BGC0001566	379	3000
BGC0001566.1	379	3000
BGC0001761	379	3371
BGC0001761.1	379	3371
BGC0001857	379	3550
BGC0001857.1	379	3550
BGC0001978.1	379	3550
BGC0001991	379	3785
BGC0002045	379	3877
BGC0002373	379	4170
BGC0000199	2001	381
BGC0000199.1	2001	381
BGC0000248	2001	476
BGC0001036	2001	2001
BGC0001213	2001	2336
BGC0001213.1	2001	2336
BGC0001299	2001	2490
BGC0001299.1	2001	2490
BGC0002083	2001	3915
BGC0002087	2001	3915
BGC0002456	2001	4251
BGC0000200	465	384
BGC0000200.1	465	384
BGC0000242	465	465
BGC0000242.1	465	465
BGC0000311	465	877
BGC0000311.1	465	877
BGC0000322.1	465	877
BGC0000455	465	877
BGC0000455.1	465	877
BGC0001459	465	877
BGC0001459.1	465	877
BGC0001460	465	877
BGC0001460.1	465	877
BGC0001287	465	2466
BGC0001563	465	2993
BGC0002250	465	2993
BGC0001661	465	3186
BGC0001661.1	465	3186
BGC0000205	2104	393
BGC0000205.1	2104	393
BGC0000982	2104	1896
BGC0001010	2104	1896
BGC0001089	2104	2104
BGC0001089.1	2104	2104
BGC0001215	2104	2339
BGC0000679	2104	3535
BGC0001848	2104	3535
BGC0001848.1	2104	3535
BGC0002129	2104	3957
BGC0002697	2104	4468
BGC0000208	1940	399
BGC0000208.1	1940	399
BGC0000275	1940	399
BGC0000275.1	1940	399
BGC0000286	1940	549
BGC0000869	1940	1673
BGC0000869.1	1940	1673
BGC0000983	1940	1898
BGC0001005	1940	1940
BGC0001005.1	1940	1940
BGC0001927	1940	3673
BGC0001927.1	1940	3673
BGC0000209	3576	400
BGC0000209.1	3576	400
BGC0000972	3576	1876
BGC0001066	3576	2061
BGC0001066.1	3576	2061
BGC0001073	3576	2075
BGC0001073.1	3576	2075
BGC0001363	3576	2605
BGC0001491	3576	2854
BGC0001560	3576	2987
BGC0001872	3576	3576
BGC0001872.1	3576	3576
BGC0002268	3576	4075
BGC0000210	1846	402
BGC0000210.1	1846	402
BGC0000957	1846	1846
BGC0001178	1846	2267
BGC0001178.1	1846	2267
BGC0002010	1846	3821
BGC0002010.1	1846	3821
BGC0000191	434	407
BGC0000191.1	434	407
BGC0000192	434	407
BGC0000192.1	434	407
BGC0000212	434	407
BGC0000212.1	434	407
BGC0000226	434	434
BGC0000226.1	434	434
BGC0001037	434	2003
BGC0001048	434	2025
BGC0001813	434	3470
BGC0000215	3263	413
BGC0000215.1	3263	413
BGC0000271	3263	413
BGC0000271.1	3263	413
BGC0000272	3263	413
BGC0000272.1	3263	413
BGC0000393	3263	753
BGC0000962	3263	1856
BGC0001070	3263	2069
BGC0001088	3263	2102
BGC0001088.1	3263	2102
BGC0001105	3263	2131
BGC0001105.1	3263	2131
BGC0001703	3263	3263
BGC0001704	3263	3263
BGC0002597	3263	3263
BGC0001881	3263	3591
BGC0001881.1	3263	3591
BGC0001982.1	3263	3591
BGC0000216	3194	414
BGC0000216.1	3194	414
BGC0000969	3194	1870
BGC0001454	3194	2783
BGC0001665	3194	3194
BGC0001665.1	3194	3194
BGC0001963	3194	3736
BGC0001963.1	3194	3736
BGC0002001	3194	3804
BGC0002001.1	3194	3804
BGC0002270	3194	4076
BGC0002636	3194	4412
BGC0000219	475	420
BGC0000219.1	475	420
BGC0000246.1	475	475
BGC0000247	475	475
BGC0000247.1	475	475
BGC0000863	475	1661
BGC0000863.1	475	1661
BGC0001033	475	1995
BGC0001851	475	3543
BGC0001851.1	475	3543
BGC0001852	475	3543
BGC0001852.1	475	3543
BGC0000220	423	423
BGC0000220.1	423	423
BGC0002366	423	423
BGC0000261	423	500
BGC0000261.1	423	500
BGC0000269	423	516
BGC0000269.1	423	516
BGC0001059	423	2047
BGC0001310	423	2510
BGC0001310.1	423	2510
BGC0002403	423	4198
BGC0000221	3851	424
BGC0000221.1	3851	424
BGC0000365	3851	701
BGC0001187	3851	2284
BGC0001702	3851	3259
BGC0001856	3851	3547
BGC0001856.1	3851	3547
BGC0002026	3851	3851
BGC0002026.1	3851	3851
BGC0000190	806	431
BGC0000190.1	806	431
BGC0000224	806	431
BGC0000224.1	806	431
BGC0000245	806	472
BGC0000245.1	806	472
BGC0000418	806	806
BGC0000418.1	806	806
BGC0000419	806	806
BGC0000419.1	806	806
BGC0001955	806	806
BGC0001955.1	806	806
BGC0000436	806	839
BGC0001283	806	2458
BGC0001301	806	2494
BGC0001301.1	806	2494
BGC0002141	806	3968
BGC0000225	432	432
BGC0000225.1	432	432
BGC0001884	432	3596
BGC0001884.1	432	3596
BGC0002057.1	432	3891
BGC0002332	432	4132
BGC0000227	3190	438
BGC0000227.1	3190	438
BGC0000228.1	3190	438
BGC0000959	3190	1850
BGC0002066	3190	1850
BGC0001436	3190	2748
BGC0001663	3190	3190
BGC0001663.1	3190	3190
BGC0002210	3190	4026
BGC0002418	3190	4213
BGC0002454	3190	4249
BGC0000230	441	441
BGC0000230.1	441	441
BGC0001130	441	2176
BGC0000232	2037	445
BGC0000232.1	2037	445
BGC0001054	2037	2037
BGC0001457	2037	2789
BGC0001457.1	2037	2789
BGC0001918	2037	3656
BGC0001918.1	2037	3656
BGC0001979	2037	3764
BGC0001979.1	2037	3764
BGC0001553	2037	4229
BGC0002434	2037	4229
BGC0000223	450	450
BGC0000223.1	450	450
BGC0000234	450	450
BGC0000234.1	450	450
BGC0002047	450	450
BGC0002070	450	450
BGC0000440	450	847
BGC0000440.1	450	847
BGC0000441	450	847
BGC0000441.1	450	847
BGC0001186	450	2282
BGC0001186.1	450	2282
BGC0002025	450	3849
BGC0002025.1	450	3849
BGC0002296	450	4098
BGC0000237	2055	455
BGC0000237.1	2055	455
BGC0000238	2055	455
BGC0000238.1	2055	455
BGC0001063	2055	2055
BGC0000240	3711	464
BGC0000240.1	3711	464
BGC0000241	3711	464
BGC0000241.1	3711	464
BGC0001693	3711	464
BGC0001693.1	3711	464
BGC0001122	3711	2162
BGC0001938	3711	3690
BGC0001938.1	3711	3690
BGC0001125	3711	3711
BGC0001950	3711	3711
BGC0001950.1	3711	3711
BGC0001951	3711	3711
BGC0001951.1	3711	3711
BGC0000253	494	485
BGC0000253.1	494	485
BGC0000258	494	494
BGC0001001	494	1932
BGC0001083	494	2095
BGC0001083.1	494	2095
BGC0001409	494	2694
BGC0001409.1	494	2694
BGC0001875	494	3847
BGC0002024	494	3847
BGC0002024.1	494	3847
BGC0002443	494	4238
BGC0002552	494	4338
BGC0000934	494	4347
BGC0001080	494	4347
BGC0002561	494	4347
BGC0002671	494	4443
BGC0000255	3117	488
BGC0000255.1	3117	488
BGC0001443	3117	2762
BGC0001626	3117	3117
BGC0002034	3117	3864
BGC0002034.1	3117	3864
BGC0002107	3117	3938
BGC0000256	2333	490
BGC0000256.1	2333	490
BGC0000273	2333	524
BGC0000273.1	2333	524
BGC0000290	2333	557
BGC0000290.1	2333	557
BGC0001011	2333	1951
BGC0001012	2333	1951
BGC0001013	2333	1951
BGC0001212	2333	2333
BGC0001772	2333	3392
BGC0001772.1	2333	3392
BGC0001823	2333	3488
BGC0000260	3718	498
BGC0001600	3718	3066
BGC0001015	3718	3198
BGC0001016	3718	3198
BGC0001017	3718	3198
BGC0001667	3718	3198
BGC0001705	3718	3198
BGC0002297	3718	3198
BGC0001750	3718	3350
BGC0001941	3718	3696
BGC0001941.1	3718	3696
BGC0001952	3718	3718
BGC0001952.1	3718	3718
BGC0001953	3718	3718
BGC0001953.1	3718	3718
BGC0002235	3718	4050
BGC0002506	3718	4298
BGC0000263	3116	504
BGC0000263.1	3116	504
BGC0001255	3116	2414
BGC0001386	3116	3116
BGC0001386.1	3116	3116
BGC0001625	3116	3116
BGC0001625.1	3116	3116
BGC0001793	3116	3434
BGC0002314	3116	4114
BGC0000274	2146	526
BGC0000274.1	2146	526
BGC0000353	2146	679
BGC0001094	2146	2113
BGC0001094.1	2146	2113
BGC0001113	2146	2146
BGC0001113.1	2146	2146
BGC0001292	2146	2476
BGC0001292.1	2146	2476
BGC0001835	2146	3510
BGC0001835.1	2146	3510
BGC0001836.1	2146	3510
BGC0002209	2146	4025
BGC0000279	2631	536
BGC0000279.1	2631	536
BGC0000861	2631	1658
BGC0000861.1	2631	1658
BGC0002648	2631	1658
BGC0001160	2631	2233
BGC0001164	2631	2233
BGC0001376	2631	2631
BGC0001376.1	2631	2631
BGC0002732	2631	2631
BGC0001467	2631	2808
BGC0001590	2631	3046
BGC0001590.1	2631	3046
BGC0001675	2631	3213
BGC0001675.1	2631	3213
BGC0000284	3888	545
BGC0000284.1	3888	545
BGC0001024	3888	1977
BGC0001513	3888	2897
BGC0001513.1	3888	2897
BGC0002055	3888	3888
BGC0002055.1	3888	3888
BGC0002143	3888	3970
BGC0000285	3901	547
BGC0000285.1	3901	547
BGC0001025	3901	1980
BGC0001025.1	3901	1980
BGC0001104.1	3901	1980
BGC0001512	3901	2895
BGC0001512.1	3901	2895
BGC0002426	3901	2895
BGC0002068	3901	3901
BGC0002197	3901	4016
BGC0002385	3901	4181
BGC0000334	2957	642
BGC0001565	2957	642
BGC0000973	2957	1878
BGC0001023	2957	1975
BGC0001417	2957	1975
BGC0001429	2957	1975
BGC0001430	2957	1975
BGC0001431	2957	1975
BGC0001432	2957	1975
BGC0001057	2957	2043
BGC0001544	2957	2957
BGC0001695	2957	3247
BGC0001919	2957	3247
BGC0001919.1	2957	3247
BGC0000380	3751	730
BGC0001078	3751	2085
BGC0001078.1	3751	2085
BGC0001622	3751	3109
BGC0001622.1	3751	3109
BGC0001877	3751	3585
BGC0001877.1	3751	3585
BGC0001970	3751	3751
BGC0001970.1	3751	3751
BGC0001971	3751	3751
BGC0001971.1	3751	3751
BGC0002734	3751	4498
BGC0000394	2570	755
BGC0001342	2570	2570
BGC0001966	2570	3741
BGC0001966.1	2570	3741
BGC0000459	4068	884
BGC0001031	4068	1991
BGC0001031.1	4068	1991
BGC0001032	4068	1991
BGC0001032.1	4068	1991
BGC0001290	4068	4068
BGC0002203	4068	4068
BGC0002259	4068	4068
BGC0000652	4115	1258
BGC0000652.1	4115	1258
BGC0001079	4115	1258
BGC0001079.1	4115	1258
BGC0001564	4115	2995
BGC0001564.1	4115	2995
BGC0001724	4115	3301
BGC0001923	4115	3665
BGC0001923.1	4115	3665
BGC0002315	4115	4115
BGC0002546	4115	4333
BGC0000654	1261	1261
BGC0000981	1261	1894
BGC0001114	1261	2148
BGC0001114.1	1261	2148
BGC0001381	1261	2641
BGC0001845	1261	3529
BGC0002088	1261	3920
BGC0002344	1261	4143
BGC0000832	1600	1600
BGC0000862	1600	1659
BGC0000862.1	1600	1659
BGC0002067	1600	3900
BGC0002169	1600	3993
BGC0002239	1600	4054
BGC0002505	1600	4054
BGC0002538	1600	4054
BGC0000864	3598	1664
BGC0000864.1	3598	1664
BGC0000968	3598	1868
BGC0001110	3598	2140
BGC0001110.1	3598	2140
BGC0001177	3598	2265
BGC0001177.1	3598	2265
BGC0001470	3598	2814
BGC0001470.1	3598	2814
BGC0001885	3598	3598
BGC0001885.1	3598	3598
BGC0002556	3598	4342
BGC0000872	3313	1680
BGC0000872.1	3313	1680
BGC0000984	3313	1900
BGC0001077	3313	2084
BGC0001077.1	3313	2084
BGC0002362	3313	2084
BGC0001235	3313	2377
BGC0001630	3313	3125
BGC0001730	3313	3313
BGC0001730.1	3313	3313
BGC0002059	3313	3893
BGC0002230	3313	4046
BGC0000902	1739	1739
BGC0000902.1	1739	1739
BGC0001003	1739	1936
BGC0001071	1739	2071
BGC0001161	1739	2239
BGC0001162	1739	2239
BGC0001163	1739	2239
BGC0002153	1739	3979
BGC0000935	4008	1803
BGC0001039	4008	2007
BGC0001329	4008	2544
BGC0001731	4008	3315
BGC0001732	4008	3315
BGC0001807	4008	3458
BGC0002035	4008	3866
BGC0002035.1	4008	3866
BGC0002188	4008	4008
BGC0002625	4008	4402
BGC0000960	3310	1852
BGC0001190	3310	2290
BGC0001500	3310	2872
BGC0001500.1	3310	2872
BGC0001656	3310	3176
BGC0001656.1	3310	3176
BGC0001728	3310	3310
BGC0001728.1	3310	3310
BGC0001993.1	3310	3310
BGC0002455	3310	4250
BGC0000966	3889	1864
BGC0000958	3889	2341
BGC0001216	3889	2341
BGC0001455	3889	2341
BGC0001455.1	3889	2341
BGC0002056	3889	3889
BGC0002056.1	3889	3889
BGC0002097	3889	3928
BGC0000971	4215	1874
BGC0000145	4215	2011
BGC0001041	4215	2011
BGC0002417	4215	4215
BGC0002419	4215	4215
BGC0002420	4215	4215
BGC0000975	4504	1882
BGC0001019	4504	2371
BGC0001231	4504	2371
BGC0001236	4504	2379
BGC0002749	4504	4504
BGC0000150	4006	1946
BGC0001008	4006	1946
BGC0001195	4006	2300
BGC0002186	4006	4006
BGC0002342	4006	4141
BGC0002416	4006	4211
BGC0002461	4006	4255
BGC0001014	4289	1957
BGC0002046	4289	3878
BGC0002205	4289	4021
BGC0002497	4289	4289
BGC0001040	3913	2009
BGC0001421	3913	2718
BGC0001422	3913	2718
BGC0001423	3913	2718
BGC0001424	3913	2718
BGC0001425	3913	2718
BGC0001426	3913	2718
BGC0001427	3913	2718
BGC0001428	3913	2718
BGC0001780	3913	3408
BGC0001780.1	3913	3408
BGC0001956	3913	3724
BGC0001956.1	3913	3724
BGC0002479	3913	3724
BGC0002012	3913	3826
BGC0002012.1	3913	3826
BGC0002514	3913	3826
BGC0002081	3913	3913
BGC0000402	4321	2107
BGC0000402.1	4321	2107
BGC0001090	4321	2107
BGC0001090.1	4321	2107
BGC0001098	4321	2107
BGC0001098.1	4321	2107
BGC0001115	4321	2150
BGC0001115.1	4321	2150
BGC0001203	4321	2316
BGC0001762	4321	3373
BGC0001762.1	4321	3373
BGC0002533	4321	4321
BGC0002613	4321	4321
BGC0001119	3727	2158
BGC0001816	3727	3475
BGC0001957	3727	3727
BGC0001957.1	3727	3727
BGC0001958.1	3727	3727
BGC0002054	3727	3727
BGC0001519	3727	4499
BGC0002735	3727	4499
BGC0001179	4320	2270
BGC0001179.1	4320	2270
BGC0001719.1	4320	2270
BGC0001202	4320	2314
BGC0002532	4320	4320
BGC0001394	4458	2665
BGC0001737	4458	2665
BGC0001940	4458	3693
BGC0001940.1	4458	3693
BGC0001964	4458	3737
BGC0001964.1	4458	3737
BGC0002050	4458	3882
BGC0002687	4458	4458
BGC0001439	4273	2754
BGC0001439.1	4273	2754
BGC0001350	4273	3513
BGC0001350.1	4273	3513
BGC0001837	4273	3513
BGC0001837.1	4273	3513
BGC0002114	4273	3943
BGC0002171	4273	4081
BGC0002275	4273	4081
BGC0002480	4273	4273
BGC0001444	2764	2764
BGC0001445	2764	2766
BGC0002060	2764	3894
BGC0000108	2764	4327
BGC0000125	2764	4327
BGC0001690	2764	4327
BGC0002540	2764	4327
