#BGC Name	Family Number
BGC0000394	755
BGC0000418	806
BGC0000418.1	806
BGC0000419	806
BGC0000419.1	806
BGC0001955	806
BGC0001955.1	806
BGC0000436	839
BGC0000440	847
BGC0000440.1	847
BGC0000441	847
BGC0000441.1	847
BGC0000311	877
BGC0000311.1	877
BGC0000322.1	877
BGC0000455	877
BGC0000455.1	877
BGC0001459	877
BGC0001459.1	877
BGC0001460	877
BGC0001460.1	877
BGC0000459	884
BGC0000652	1258
BGC0000652.1	1258
BGC0001079	1258
BGC0001079.1	1258
BGC0000654	1261
BGC0000832	1600
BGC0000833	1602
BGC0000861	1658
BGC0000861.1	1658
BGC0002648	1658
BGC0000862	1659
BGC0000862.1	1659
BGC0000863	1661
BGC0000863.1	1661
BGC0000864	1664
BGC0000864.1	1664
BGC0000865	1665
BGC0000865.1	1665
BGC0000869	1673
BGC0000869.1	1673
BGC0000872	1680
BGC0000872.1	1680
BGC0000902	1739
BGC0000902.1	1739
BGC0000935	1803
BGC0000954	1840
BGC0000955	1842
BGC0001415	1842
BGC0000957	1846
BGC0000959	1850
BGC0002066	1850
BGC0000960	1852
BGC0000962	1856
BGC0000963	1858
BGC0002350	1858
BGC0000966	1864
BGC0000967	1866
BGC0000967.1	1866
BGC0000968	1868
BGC0000969	1870
BGC0000970	1872
BGC0000971	1874
BGC0000972	1876
BGC0000973	1878
BGC0000974	1880
BGC0000975	1882
BGC0000978	1888
BGC0000979	1890
BGC0000980	1890
BGC0000981	1894
BGC0000982	1896
BGC0001010	1896
BGC0000983	1898
BGC0000984	1900
BGC0000988	1910
BGC0000989	1910
BGC0000990	1910
BGC0000991	1910
BGC0000994	1918
BGC0000997	1924
BGC0000998	1926
BGC0001000	1930
BGC0001001	1932
BGC0001003	1936
BGC0001005	1940
BGC0001005.1	1940
BGC0001006	1944
BGC0001007	1944
BGC0000150	1946
BGC0001008	1946
BGC0001011	1951
BGC0001012	1951
BGC0001013	1951
BGC0001014	1957
BGC0001022	1973
BGC0001023	1975
BGC0001417	1975
BGC0001429	1975
BGC0001430	1975
BGC0001431	1975
BGC0001432	1975
BGC0001024	1977
BGC0001025	1980
BGC0001025.1	1980
BGC0001104.1	1980
BGC0001026	1981
BGC0002261	1981
BGC0001028	1985
BGC0002061	1985
BGC0001029	1987
BGC0001031	1991
BGC0001031.1	1991
BGC0001032	1991
BGC0001032.1	1991
BGC0001033	1995
BGC0001034	1997
BGC0001036	2001
BGC0001037	2003
BGC0001039	2007
BGC0001040	2009
BGC0000145	2011
BGC0001041	2011
BGC0001042	2013
BGC0000996	2015
BGC0000999	2015
BGC0001043	2015
BGC0001556	2015
BGC0001726	2015
BGC0002365	2015
BGC0002509	2015
BGC0001047	2023
BGC0001048	2025
BGC0001051	2031
BGC0001052	2033
BGC0001053	2035
BGC0001344	2035
BGC0001054	2037
BGC0001055	2039
BGC0001056	2041
BGC0001057	2043
BGC0001059	2047
BGC0001061	2051
BGC0001061.1	2051
BGC0001062	2053
BGC0001062.1	2053
BGC0001063	2055
BGC0001066	2061
BGC0001066.1	2061
BGC0001069	2067
BGC0001070	2069
BGC0001071	2071
BGC0001073	2075
BGC0001073.1	2075
BGC0000214	2078
BGC0000214.1	2078
BGC0001074	2078
BGC0001074.1	2078
BGC0001558	2078
BGC0001558.1	2078
BGC0001568	2078
BGC0001568.1	2078
BGC0001076	2081
BGC0001076.1	2081
BGC0001077	2084
BGC0001077.1	2084
BGC0002362	2084
BGC0001078	2085
BGC0001078.1	2085
BGC0001083	2095
BGC0001083.1	2095
BGC0001088	2102
BGC0001088.1	2102
BGC0001089	2104
BGC0001089.1	2104
BGC0000402	2107
BGC0000402.1	2107
BGC0001090	2107
BGC0001090.1	2107
BGC0001098	2107
BGC0001098.1	2107
BGC0001091	2108
BGC0001091.1	2108
BGC0001093	2112
BGC0001093.1	2112
BGC0001094	2113
BGC0001094.1	2113
BGC0000995	2117
BGC0000995.1	2117
BGC0001096.1	2117
BGC0001099	2120
BGC0001099.1	2120
BGC0001100	2122
BGC0001101	2124
BGC0001101.1	2124
BGC0001102	2126
BGC0001103	2128
BGC0001103.1	2128
BGC0001105	2131
BGC0001105.1	2131
BGC0001106	2133
BGC0001106.1	2133
BGC0001108	2139
BGC0001108.1	2139
BGC0001109	2139
BGC0001109.1	2139
BGC0001110	2140
BGC0001110.1	2140
BGC0001111	2142
BGC0001111.1	2142
BGC0001112	2144
BGC0001112.1	2144
BGC0001113	2146
BGC0001113.1	2146
BGC0001114	2148
BGC0001114.1	2148
BGC0001115	2150
BGC0001115.1	2150
BGC0001116	2152
BGC0001116.1	2152
BGC0001119	2158
BGC0001122	2162
BGC0001130	2176
BGC0001049	2188
BGC0001136	2188
BGC0001218	2188
BGC0001148	2210
BGC0001148.1	2210
BGC0001160	2233
BGC0001164	2233
BGC0001161	2239
BGC0001162	2239
BGC0001163	2239
BGC0000976	2243
BGC0001165	2243
BGC0001177	2265
BGC0001177.1	2265
BGC0001178	2267
BGC0001178.1	2267
BGC0001179	2270
BGC0001179.1	2270
BGC0001719.1	2270
BGC0001182	2274
BGC0001183	2276
BGC0001183.1	2276
BGC0001186	2282
BGC0001186.1	2282
BGC0001187	2284
BGC0001190	2290
BGC0001195	2300
BGC0001197	2304
BGC0001197.1	2304
BGC0001202	2314
BGC0001203	2316
BGC0001212	2333
BGC0001213	2336
BGC0001213.1	2336
BGC0001215	2339
BGC0000958	2341
BGC0001216	2341
BGC0001455	2341
BGC0001455.1	2341
BGC0001230	2369
BGC0001019	2371
BGC0001231	2371
BGC0001233	2374
BGC0001233.1	2374
BGC0001235	2377
BGC0001236	2379
BGC0001237	2381
BGC0001255	2414
BGC0001283	2458
BGC0001287	2466
BGC0001288	2468
BGC0001292	2476
BGC0001292.1	2476
BGC0001299	2490
BGC0001299.1	2490
BGC0001300	2492
BGC0001300.1	2492
BGC0001301	2494
BGC0001301.1	2494
BGC0001310	2510
BGC0001310.1	2510
BGC0001327	2540
BGC0001328	2540
BGC0001329	2544
BGC0001331	2548
BGC0001332	2550
BGC0001342	2570
BGC0001358	2597
BGC0001363	2605
BGC0001366	2611
BGC0001366.1	2611
BGC0001367	2613
BGC0001376	2631
BGC0001376.1	2631
BGC0002732	2631
BGC0001381	2641
BGC0000181	2645
BGC0000181.1	2645
BGC0001383	2645
BGC0001383.1	2645
BGC0001390	2657
BGC0001394	2665
BGC0001737	2665
BGC0000965	2671
BGC0001397	2671
BGC0001584	2671
BGC0001409	2694
BGC0001409.1	2694
BGC0001418	2716
BGC0001419	2716
BGC0001420	2716
BGC0001421	2718
BGC0001422	2718
BGC0001423	2718
BGC0001424	2718
BGC0001425	2718
BGC0001426	2718
BGC0001427	2718
BGC0001428	2718
BGC0001436	2748
BGC0001439	2754
BGC0001439.1	2754
BGC0001443	2762
BGC0001444	2764
BGC0001445	2766
BGC0001449	2774
BGC0001454	2783
BGC0001454.1	2784
BGC0001457	2789
BGC0001457.1	2789
BGC0001461	2800
BGC0001461.1	2800
BGC0001462	2800
BGC0001462.1	2800
BGC0001467	2808
BGC0001470	2814
BGC0001470.1	2814
BGC0001477	2828
BGC0001491	2854
BGC0001500	2872
BGC0001500.1	2872
BGC0001503	2877
BGC0001512	2895
BGC0001512.1	2895
BGC0002426	2895
BGC0001513	2897
BGC0001513.1	2897
BGC0001520	2912
BGC0001520.1	2912
BGC0001543	2955
BGC0001543.1	2955
BGC0001544	2957
BGC0001560	2987
BGC0001563	2993
BGC0002250	2993
BGC0001564	2995
BGC0001564.1	2995
BGC0001064	3000
BGC0001064.1	3000
BGC0001357	3000
BGC0001357.1	3000
BGC0001566	3000
BGC0001566.1	3000
BGC0001590	3046
BGC0001590.1	3046
BGC0000236	3059
BGC0000236.1	3059
BGC0001596	3059
BGC0001596.1	3059
BGC0001600	3066
BGC0001611	3088
BGC0001611.1	3088
BGC0001622	3109
BGC0001622.1	3109
BGC0001386	3116
BGC0001386.1	3116
BGC0001625	3116
BGC0001625.1	3116
BGC0001626	3117
BGC0001630	3125
BGC0001631	3127
BGC0001635	3136
BGC0001635.1	3136
BGC0001644	3152
BGC0001644.1	3152
BGC0001646	3157
BGC0001646.1	3157
BGC0001946.1	3157
BGC0001647	3158
BGC0001647.1	3158
BGC0001656	3176
BGC0001656.1	3176
BGC0001661	3186
BGC0001661.1	3186
BGC0001663	3190
BGC0001663.1	3190
BGC0001665	3194
BGC0001665.1	3194
BGC0001666	3196
BGC0001015	3198
BGC0001016	3198
BGC0001017	3198
BGC0001667	3198
BGC0001705	3198
BGC0002297	3198
BGC0001675	3213
BGC0001675.1	3213
BGC0001689.1	3237
BGC0001695	3247
BGC0001919	3247
BGC0001919.1	3247
BGC0001702	3259
BGC0001703	3263
BGC0001704	3263
BGC0002597	3263
BGC0001711	3276
BGC0000239	3300
BGC0000239.1	3300
BGC0000267	3300
BGC0000267.1	3300
BGC0000270	3300
BGC0000270.1	3300
BGC0000276.1	3300
BGC0001308.1	3300
BGC0001438	3300
BGC0001438.1	3300
BGC0001723	3300
BGC0001723.1	3300
BGC0002000	3300
BGC0002000.1	3300
BGC0002369	3300
BGC0002383	3300
BGC0002504	3300
BGC0002672	3300
BGC0001724	3301
BGC0001728	3310
BGC0001728.1	3310
BGC0001993.1	3310
BGC0001730	3313
BGC0001730.1	3313
BGC0001731	3315
BGC0001732	3315
BGC0001738	3328
BGC0001740	3332
BGC0001740.1	3332
BGC0001741	3334
BGC0001750	3350
BGC0001751	3352
BGC0001751.1	3352
BGC0001761	3371
BGC0001761.1	3371
BGC0001762	3373
BGC0001762.1	3373
BGC0001772	3392
BGC0001772.1	3392
BGC0001780	3408
BGC0001780.1	3408
BGC0001785	3418
BGC0001793	3434
BGC0001794	3436
BGC0001795	3438
BGC0001795.1	3438
BGC0001807	3458
BGC0001813	3470
BGC0001816	3475
BGC0001819	3481
BGC0001819.1	3481
BGC0001823	3488
BGC0000345	3500
BGC0001829	3500
BGC0001831	3504
BGC0001831.1	3504
BGC0001835	3510
BGC0001835.1	3510
BGC0001836.1	3510
BGC0001836	3511
BGC0001350	3513
BGC0001350.1	3513
BGC0001837	3513
BGC0001837.1	3513
BGC0001845	3529
BGC0000679	3535
BGC0001848	3535
BGC0001848.1	3535
BGC0001851	3543
BGC0001851.1	3543
BGC0001852	3543
BGC0001852.1	3543
BGC0001853	3544
BGC0001856	3547
BGC0001856.1	3547
BGC0001857	3550
BGC0001857.1	3550
BGC0001978.1	3550
BGC0001872	3576
BGC0001872.1	3576
BGC0001876	3584
BGC0001876.1	3584
BGC0001877	3585
BGC0001877.1	3585
BGC0001881	3591
BGC0001881.1	3591
BGC0001982.1	3591
BGC0001884	3596
BGC0001884.1	3596
BGC0001885	3598
BGC0001885.1	3598
BGC0001902	3629
BGC0001902.1	3629
BGC0001905	3635
BGC0001905.1	3635
BGC0001918	3656
BGC0001918.1	3656
BGC0001922	3664
BGC0001922.1	3664
BGC0001923	3665
BGC0001923.1	3665
BGC0001927	3673
BGC0001927.1	3673
BGC0001938	3690
BGC0001938.1	3690
BGC0001940	3693
BGC0001940.1	3693
BGC0001941	3696
BGC0001941.1	3696
BGC0001125	3711
BGC0001950	3711
BGC0001950.1	3711
BGC0001951	3711
BGC0001951.1	3711
BGC0001952	3718
BGC0001952.1	3718
BGC0001953	3718
BGC0001953.1	3718
BGC0001956	3724
BGC0001956.1	3724
BGC0002479	3724
BGC0001957	3727
BGC0001957.1	3727
BGC0001958.1	3727
BGC0002054	3727
BGC0001960	3730
BGC0001960.1	3730
BGC0001962	3733
BGC0001962.1	3733
BGC0001963	3736
BGC0001963.1	3736
BGC0001964	3737
BGC0001964.1	3737
BGC0001966	3741
BGC0001966.1	3741
BGC0001970	3751
BGC0001970.1	3751
BGC0001971	3751
BGC0001971.1	3751
BGC0001979	3764
BGC0001979.1	3764
BGC0001991	3785
BGC0002001	3804
BGC0002001.1	3804
BGC0002009	3819
BGC0002010	3821
BGC0002010.1	3821
BGC0002011	3824
BGC0002011.1	3824
BGC0002012	3826
BGC0002012.1	3826
BGC0002514	3826
BGC0000235	3834
BGC0000235.1	3834
BGC0002016	3834
BGC0002016.1	3834
BGC0002021	3842
BGC0002021.1	3842
BGC0001875	3847
BGC0002024	3847
BGC0002024.1	3847
BGC0002025	3849
BGC0002025.1	3849
BGC0002026	3851
BGC0002026.1	3851
BGC0002034	3864
BGC0002034.1	3864
BGC0002035	3866
BGC0002035.1	3866
BGC0002045	3877
BGC0002046	3878
BGC0002050	3882
BGC0002055	3888
BGC0002055.1	3888
BGC0002056	3889
BGC0002056.1	3889
BGC0002057.1	3891
BGC0002059	3893
BGC0002060	3894
BGC0002067	3900
BGC0002068	3901
BGC0002081	3913
BGC0002082	3914
BGC0002083	3915
BGC0002087	3915
BGC0002085	3917
BGC0002088	3920
BGC0002090	3922
BGC0002093	3925
BGC0002097	3928
BGC0002104	3935
BGC0002107	3938
BGC0002114	3943
BGC0002118	3947
BGC0002119	3947
BGC0002127	3955
BGC0002129	3957
BGC0002131	3959
BGC0002137	3964
BGC0001384	3967
BGC0001384.1	3967
BGC0001769	3967
BGC0001769.1	3967
BGC0002140	3967
BGC0002361	3967
BGC0002141	3968
BGC0002143	3970
BGC0002153	3979
BGC0002169	3993
BGC0002186	4006
BGC0002188	4008
BGC0002197	4016
BGC0002204	4020
BGC0002205	4021
BGC0002209	4025
BGC0002210	4026
BGC0002212	4028
BGC0002230	4046
BGC0002235	4050
BGC0002239	4054
BGC0002505	4054
BGC0002538	4054
BGC0001290	4068
BGC0002203	4068
BGC0002259	4068
BGC0002268	4075
BGC0002270	4076
BGC0002171	4081
BGC0002275	4081
BGC0002296	4098
BGC0002304	4105
BGC0002314	4114
BGC0002315	4115
BGC0002332	4132
BGC0002342	4141
BGC0002344	4143
BGC0002373	4170
BGC0002374	4171
BGC0002381	4177
BGC0002385	4181
BGC0002386	4182
BGC0002403	4198
BGC0002411	4206
BGC0002416	4211
BGC0002418	4213
BGC0002417	4215
BGC0002419	4215
BGC0002420	4215
BGC0001553	4229
BGC0002434	4229
BGC0002443	4238
BGC0002451	4246
BGC0002453	4248
BGC0002454	4249
BGC0002455	4250
BGC0002456	4251
BGC0002461	4255
BGC0002478	4271
BGC0002480	4273
BGC0002497	4289
BGC0002506	4298
BGC0002520	4308
BGC0002532	4320
BGC0002533	4321
BGC0002613	4321
BGC0002539	4326
BGC0000108	4327
BGC0000125	4327
BGC0001690	4327
BGC0002540	4327
BGC0002542	4329
BGC0002546	4333
BGC0002552	4338
BGC0002556	4342
BGC0002558	4344
BGC0000934	4347
BGC0001080	4347
BGC0002561	4347
BGC0002570	4355
BGC0001030	4383
BGC0002598	4383
BGC0002605	4383
BGC0002606	4383
BGC0002607	4383
BGC0002623	4400
BGC0002624	4401
BGC0002625	4402
BGC0002636	4412
BGC0002649	4425
BGC0002671	4443
BGC0002677	4449
BGC0002687	4458
BGC0002697	4468
BGC0002712	4482
BGC0002715	4484
BGC0002734	4498
BGC0001519	4499
BGC0002735	4499
BGC0002749	4504
