BGC	Accession ID	Description	Product Prediction	BiG-SCAPE class	Organism	Taxonomy
BGC0000026.1	BGC0000026.1	Avilamycin A biosynthetic gene cluster	oligosaccharide.t1pks	Others	Streptomyces viridochromogenes Tue57	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces
BGC0000033	BGC0000033	Micromonospora echinospora calicheamicin biosynthetic locus, complete sequence	PKS-like.oligosaccharide.T1PKS	Others	Micromonospora echinospora	Bacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Micromonospora
BGC0000033.1	BGC0000033.1	Calicheamicin biosynthetic gene cluster	oligosaccharide.t1pks	Others	Micromonospora echinospora	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Micromonosporineae,Micromonosporaceae,Micromonospora
BGC0000038	BGC0000038	Streptomyces coelicolor A3(2) complete genome	butyrolactone.T1PKS	Others	Streptomyces coelicolor A3(2)	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces albidoflavus group
BGC0000038.1	BGC0000038.1	Coelimycin biosynthetic gene cluster	butyrolactone.t1pks	Others	Streptomyces coelicolor A3(2)	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces,Streptomyces albidoflavus group
BGC0000065.1	BGC0000065.1	Galbonolides biosynthetic gene cluster	other	Others	Streptomyces galbus	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces
BGC0000078	BGC0000078	Streptomyces sp. ML694-90F3 DNA, incednine biosynthetic gene cluster	oligosaccharide.T1PKS	Others	Streptomyces sp. ML694-90F3	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000078.1	BGC0000078.1	Incednine biosynthetic gene cluster	oligosaccharide.t1pks	Others	Streptomyces sp. ML694-90F3	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces
BGC0000081	BGC0000081	Streptoalloteichus sp. ATCC 53650 kedarcidin biosynthetic gene cluster, complete sequence	arylpolyene.T1PKS.NRPS-like.NRPS	Others	Streptoalloteichus sp. ATCC 53650	Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Streptoalloteichus,unclassified Streptoalloteichus
BGC0000082	BGC0000082	Actinomadura kijaniata fructokinase gene, partial cds; kijanimicin gene cluster, complete sequence; and D-ala, D-ala carboxypeptidase, conserved hypothetical protein, permease, and selenium binding protein genes, complete cds	oligosaccharide.T1PKS	Others	Actinomadura kijaniata	Bacteria,Actinobacteria,Streptosporangiales,Thermomonosporaceae,Actinomadura
BGC0000082.1	BGC0000082.1	Kijanimicin biosynthetic gene cluster	oligosaccharide.t1pks	Others	Actinomadura kijaniata	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptosporangineae,Thermomonosporaceae,Actinomadura
BGC0000088.1	BGC0000088.1	Lovastatin biosynthetic gene cluster	other	Others	Aspergillus terreus	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus
BGC0000101.1	BGC0000101.1	Monodictyphenone biosynthetic gene cluster	other	Others	Aspergillus nidulans FGSC A4	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus
BGC0000112	BGC0000112	Streptomyces carzinostaticus subsp. neocarzinostaticus neocarzinostatin biosynthetic locus, complete sequence	butyrolactone.T1PKS	Others	Streptomyces carzinostaticus subsp. neocarzinostaticus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000112.1	BGC0000112.1	Neocarzinostatin biosynthetic gene cluster	butyrolactone.t1pks	Others	Streptomyces carzinostaticus subsp. neocarzinostaticus	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces
BGC0000118	BGC0000118	Streptomyces pactum pactamycin biosynthetic gene cluster, partial and complete cds, strain: NBRC 13433	arylpolyene.PKS-like.T1PKS	Others	Streptomyces pactum	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000119	BGC0000119	Streptomyces pactum strain ATCC 27456 pactamycin biosynthetic gene cluster, partial sequence	arylpolyene.PKS-like.T1PKS	Others	Streptomyces pactum	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000131	BGC0000131	Streptomyces sp. UC 11065 pyrrolomycin biosynthetic gene cluster, partial sequence		Others	Streptomyces sp. UC 11065	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000131.1	BGC0000131.1	Pyrrolomycin biosynthetic gene cluster	other	Others	Streptomyces sp. UC 11065	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces
BGC0000141	BGC0000141	Streptomyces achromogenes subsp. rubradiris complete rubradirin gene cluster, strain NRRL 3061	NRPS-like.T1PKS.aminocoumarin	Others	Streptomyces rubradiris	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000141.1	BGC0000141.1	Rubradirin biosynthetic gene cluster	nrps.t1pks.aminocoumarin	Others	Streptomyces achromogenes subsp. rubradiris	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces
BGC0000142	BGC0000142	Salinispora tropica CNB-440, complete genome	T1PKS.RRE-containing	Others	Salinispora tropica CNB-440	Bacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Salinispora
BGC0000144	BGC0000144	Streptomyces albus strain XM211 polyether ionophore salinomycin biosynthetic gene cluster, complete sequence and flanking region	butyrolactone.T1PKS	Others	Streptomyces albus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000144.1	BGC0000144.1	Salinomycin biosynthetic gene cluster	butyrolactone.nrps.t1pks	Others	Streptomyces albus	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces
BGC0000168	BGC0000168	Penicillium aethiopicum strain IBT 5753 viridicatumtoxin biosynthetic gene cluster, complete sequence; and unknown genes	T1PKS.indole	Others	Penicillium aethiopicum	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Penicillium
BGC0000168.1	BGC0000168.1	Viridicatumtoxin biosynthetic gene cluster	terpene.t1pks	Others	Penicillium aethiopicum	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Penicillium
BGC0000175	BGC0000175	Streptomyces sp. YIM 56141 hypothetical protein genes, complete cds; cycloheximide biosynthetic gene cluster, complete sequence; and hypothetical protein genes, complete cds	NRPS-like.transAT-PKS.lanthipeptide-class-iv	Others	Streptomyces sp. YIM 56141	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000175.1	BGC0000175.1	Cycloheximide / actiphenol biosynthetic gene cluster	transatpks.lantipeptide	Others	Streptomyces sp. YIM 56141	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces
BGC0000182	BGC0000182	Pseudomonas fluorescens NCIMB 10586 mupirocin biosynthetic gene cluster	PKS-like.hserlactone.transAT-PKS	Others	Pseudomonas fluorescens	Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
BGC0000182.1	BGC0000182.1	Mupirocin biosynthetic gene cluster	hserlactone.transatpks.t2pks	Others	Pseudomonas fluorescens	Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
BGC0000183.1	BGC0000183.1	Paenimacrolidin biosynthetic gene cluster	other	Others	Paenibacillus sp. F6-B70	Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus
BGC0000187	BGC0000187	Streptomyces nodosus subsp. asukaensis strain ATCC 29757 hypothetical protein genes, complete cds; asukamycin biosynthetic gene cluster, complete sequence	furan	Others	Streptomyces nodosus subsp. asukaensis	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000187.1	BGC0000187.1	Asukamycin biosynthetic gene cluster	furan	Others	Streptomyces nodosus subsp. asukaensis	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces
BGC0000188	BGC0000188	Cylindrospermopsis raciborskii T3 toxin biosynthesis gene cluster, complete sequence		Others	Cylindrospermopsis raciborskii T3	Bacteria,Cyanobacteria,Nostocales,Aphanizomenonaceae,Cylindrospermopsis
BGC0000188.1	BGC0000188.1	Saxitoxin biosynthetic gene cluster	other	Others	Cylindrospermopsis raciborskii T3	Bacteria,Cyanobacteria,Nostocales,Nostocaceae,Cylindrospermopsis
BGC0000189	BGC0000189	Xenorhabdus bovienii SS-2004 chromosome, complete genome		Others	Xenorhabdus bovienii SS-2004	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Morganellaceae,Xenorhabdus
BGC0000189.1	BGC0000189.1	Xenocyloins biosynthetic gene cluster	other	Others	Xenorhabdus bovienii SS-2004	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Xenorhabdus
BGC0000193	BGC0000193	Streptomyces galilaeus aclacinomycin biosynthetic gene cluster, partial sequence		Others	Streptomyces galilaeus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000193.1	BGC0000193.1	Aclacinomycin biosynthetic gene cluster	other	Others	Streptomyces galilaeus	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces
BGC0000196	BGC0000196	Photorhabdus luminescens subsp. laumondii TTO1 complete genome		Others	Photorhabdus laumondii subsp. laumondii TTO1	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Morganellaceae,Photorhabdus
BGC0000199	BGC0000199	Uncultured bacterium clone AZ129 arimetamycin gene cluster, complete sequence	oligosaccharide.T2PKS	Others	uncultured bacterium	Bacteria,environmental samples
BGC0000199.1	BGC0000199.1	Arimetamycin biosynthetic gene cluster	oligosaccharide.t2pks	Others	uncultured bacterium	Bacteria,environmental samples
BGC0000207	BGC0000207	Streptomyces chartreusis HKI-249 chartreusin biosynthesis gene cluster B		Others	Streptomyces chartreusis	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000207.1	BGC0000207.1	Chartreusin biosynthetic gene cluster	other	Others	Streptomyces chartreusis	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces
BGC0000210	BGC0000210	Streptomyces griseus subsp. griseus chromomycin A3 biosynthesis gene cluster, strain ATCC13273	oligosaccharide.T2PKS	Others	Streptomyces griseus subsp. griseus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000210.1	BGC0000210.1	Chromomycin A3 biosynthetic gene cluster	oligosaccharide.t2pks	Others	Streptomyces griseus subsp. griseus	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces
BGC0000213	BGC0000213	Streptomyces aureus strain SOK1/5-04 genomic sequence	furan.ladderane	Others	Streptomyces aureus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000213.1	BGC0000213.1	Colabomycin biosynthetic gene cluster	furan	Others	Streptomyces aureus	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces
BGC0000227	BGC0000227	Streptomyces violaceoruber Tu22 granaticin biosynthetic gene cluster	T2PKS.RRE-containing	Others	Streptomyces violaceoruber	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces anthocyanicus group
BGC0000229	BGC0000229	Streptomyces lusitanus strain SCSIO LR32 grincamycin gene cluster, partial sequence	oligosaccharide.T2PKS	Others	Streptomyces lusitanus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000229.1	BGC0000229.1	Grincamycin biosynthetic gene cluster	oligosaccharide.t2pks	Others	Streptomyces lusitanus	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces
BGC0000238	BGC0000238	Streptomyces rishiriensis strain MJ773-88K4 tyrosinase, putative small membrane protein, acyl carrier protein, phosphatase/acyl transferase, N-acetyltransferase, hypothetical protein, and S-adenosylmethionine decarboxylase genes, complete cds; lactonamycin biosynthetic gene cluster, complete sequence; and putative IS1650 family transposase gene, complete cds	butyrolactone.T2PKS	Others	Streptomyces rishiriensis	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000238.1	BGC0000238.1	Lactonamycin biosynthetic gene cluster	butyrolactone.t2pks	Others	Streptomyces rishiriensis	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces
BGC0000239	BGC0000239	Streptomyces cyanogenus landomycin biosynthetic gene cluster, complete sequence	oligosaccharide.T2PKS	Others	Streptomyces cyanogenus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000239.1	BGC0000239.1	Landomycin biosynthetic gene cluster	oligosaccharide.t2pks	Others	Streptomyces cyanogenus	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces
BGC0000243	BGC0000243	Streptomyces griseus subsp. griseus macrotetrolide biosynthesis gene cluster, upstream region		Others	Streptomyces griseus subsp. griseus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000243.1	BGC0000243.1	Macrotetrolide biosynthetic gene cluster	other	Others	Streptomyces griseus subsp. griseus	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces
BGC0000244	BGC0000244	Streptomyces griseus subsp. griseus macrotetrolide biosynthesis gene cluster, downstream region		Others	Streptomyces griseus subsp. griseus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000244.1	BGC0000244.1	Macrotetrolide biosynthetic gene cluster	other	Others	Streptomyces griseus subsp. griseus	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces
BGC0000247	BGC0000247	Streptomyces argillaceus mithramycin biosynthetic gene cluster	oligosaccharide.T2PKS	Others	Streptomyces argillaceus	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces
BGC0000247.1	BGC0000247.1	Mithramycin biosynthetic gene cluster	oligosaccharide.t2pks	Others	Streptomyces argillaceus	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces
BGC0000249	BGC0000249	Streptomyces nogalater nogalamycin biosynthetic gene cluster, complete sequence		Others	Streptomyces nogalater	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000249.1	BGC0000249.1	Nogalamycin biosynthetic gene cluster	other	Others	Streptomyces nogalater	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces
BGC0000251.1	BGC0000251.1	Nogalamycin biosynthetic gene cluster	other	Others	Streptomyces nogalater	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces
BGC0000252	BGC0000252	Streptomyces griseus subsp. griseus nonactin biosynthesis gene cluster, partial sequence		Others	Streptomyces griseus subsp. griseus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000258.1	BGC0000258.1	Prodigiosin biosynthetic gene cluster	other	Others	Serratia sp.	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Serratia
BGC0000259.1	BGC0000259.1	Prodigiosin biosynthetic gene cluster	other	Others	Serratia marcescens	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Serratia
BGC0000260.1	BGC0000260.1	Prodigiosin biosynthetic gene cluster	other	Others	Hahella chejuensis KCTC 2396	Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Hahellaceae,Hahella
BGC0000262	BGC0000262	Streptomyces sp. PGA64 silent angucycline-type gene cluster, partial sequence	butyrolactone.oligosaccharide.T2PKS	Others	Streptomyces sp. PGA64	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000262.1	BGC0000262.1	Rabelomycin biosynthetic gene cluster	butyrolactone.oligosaccharide.t2pks	Others	Streptomyces sp. PGA64	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces
BGC0000265	BGC0000265	Streptomyces purpurascens rhodomycin gene cluster, partial sequence		Others	Streptomyces purpurascens	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000265.1	BGC0000265.1	Rhodomycin biosynthetic gene cluster	other	Others	Streptomyces purpurascens	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces
BGC0000267	BGC0000267	Micromonospora sp. Tu 6368 hypothetical protein gene, partial cds; saquayamycin Z/galtamycin B gene cluster, complete sequence; and hypothetical protein genes, complete cds	oligosaccharide.T2PKS	Others	Micromonospora sp. Tu 6368	Bacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Micromonospora,unclassified Micromonospora
BGC0000267.1	BGC0000267.1	Saquayamycin Z / galtamycin B biosynthetic gene cluster	oligosaccharide.t2pks	Others	Micromonospora sp. Tu 6368	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Micromonosporineae,Micromonosporaceae,Micromonospora
BGC0000268	BGC0000268	Streptomyces sp. SCC 2136 deoxysugar biosynthetic gene cluster	oligosaccharide.T2PKS	Others	Streptomyces sp. SCC 2136	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000268.1	BGC0000268.1	Sch47554 / Sch47555 biosynthetic gene cluster	oligosaccharide.t2pks	Others	Streptomyces sp. SCC 2136	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces
BGC0000270	BGC0000270	Streptomyces antibioticus simocyclinone biosynthetic gene cluster, partial sequence	T2PKS.aminocoumarin	Others	Streptomyces antibioticus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000270.1	BGC0000270.1	Simocyclinone biosynthetic gene cluster	aminocoumarin.t2pks	Others	Streptomyces antibioticus	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces
BGC0000274	BGC0000274	Uncultured bacterium clone AZ60 transcriptional regulator gene, partial cds; hypothetical proteins, L-carnitine dehydratase, isovaleryl-CoA dehydrogenase, cellulose-binding family protein, betaine aldehyde dehydrogenase, methyltransferase, AraC family transcriptional regulator, hydrolase, short-chain dehydrogenase/reductase SDR, putative N-methyltransferase, putative phenazine biosynthesis protein EsmA1, putative phenazine biosynthesis protein EsmH1, phenazine biosynthesis protein PhzD, XRE family transcriptional regulator, hypothetical protein, TamA, 30S ribosomal protein S1, TamB, TamC, TamD, TamE, TamF, TamG, TamH, TamI, TamJ, TamK, TamL, TamM, TamN, TamO, and TamP genes, complete cds; and unknown gene	T2PKS.phenazine	Others	uncultured bacterium	Bacteria,environmental samples
BGC0000274.1	BGC0000274.1	Tetarimycin biosynthetic gene cluster	phenazine.t2pks	Others	uncultured bacterium	Bacteria,environmental samples
BGC0000276.1	BGC0000276.1	Urdamycin biosynthetic gene cluster	oligosaccharide.t2pks	Others	Streptomyces fradiae	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces
BGC0000278	BGC0000278	Streptomyces fradiae strain T#2717 urdamycin biosynthetic gene cluster, partial sequence		Others	Streptomyces fradiae	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000278.1	BGC0000278.1	Urdamycin biosynthetic gene cluster	other	Others	Streptomyces fradiae	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces
BGC0000283	BGC0000283	Actinomyces sp. Lu 9419 putative nitrite reductase, putative chalcone synthase, putative ATPases, NocH-like protein, NikS-like protein, and TruD-like protein genes, complete cds; cetoniacytone A biosynthetic gene cluster, complete sequence; and hypothetical protein, putative UnbU protein, putative ACP, putative 3-oxoacyl-ACP synthase, putative 3-oxoacyl-ACP reductase, putative 3-oxoacyl-ACP synthase, and hypothetical protein genes, complete cds	amglyccycl.nucleoside.ladderane	Others	Actinomyces sp. Lu 9419	Bacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces
BGC0000286.1	BGC0000286.1	Viguiepinol biosynthetic gene cluster	other	Others	Streptomyces sp. KO-3988	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces
BGC0000288	BGC0000288	Streptomyces sp. SANK 62799 DNA, A-503083 biosynthetic gene cluster region, complete cds	NRPS.blactam	Others	Streptomyces sp. SANK 62799	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000288.1	BGC0000288.1	A-503083 biosynthetic gene cluster	nrps.blactam	Others	Streptomyces sp. SANK 62799	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces
BGC0000293	BGC0000293	Neosartorya fischeri NRRL 181 1099437636266 genomic scaffold, whole genome shotgun sequence	NRPS.indole	Others	Aspergillus fischeri NRRL 181	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus subgen. Fumigati
BGC0000293.1	BGC0000293.1	Acetylaszonalenin biosynthetic gene cluster	terpene.nrps	Others	Neosartorya fischeri NRRL 181	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Neosartorya
BGC0000294	BGC0000294	Acinetobacter baumannii genes involved in acinetobactin biosynthesis and ferric complex transport, complete cds		Others	Acinetobacter baumannii	Bacteria,Proteobacteria,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Acinetobacter calcoaceticus/baumannii complex
BGC0000295	BGC0000295	Acinetobacter haemolyticus DNA, acinetoferrin biosynthesis gene cluster and transport genes, strain: ATCC 17906	siderophore	Others	Acinetobacter haemolyticus	Bacteria,Proteobacteria,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter
BGC0000295.1	BGC0000295.1	Acinetoferrin biosynthetic gene cluster	siderophore	Others	Acinetobacter haemolyticus	Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter
BGC0000302	BGC0000302	Anabaena sp. 90 anabaenopeptin biosynthesis gene cluster, complete sequence	betalactone.NRPS	Others	Anabaena sp. 90	Bacteria,Cyanobacteria,Nostocales,Nostocaceae,Anabaena,unclassified Anabaena
BGC0000314	BGC0000314	Pseudoalteromonas piscicida JCM 20779 Ppis_ctg002, whole genome shotgun sequence	NRPS.ladderane	Others	Pseudoalteromonas piscicida JCM 20779	Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas
BGC0000318.1	BGC0000318.1	Cephalosporin, cefEFG genes biosynthetic gene cluster	other	Others	Acremonium chrysogenum ATCC 11550	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,mitosporic Hypocreales,Acremonium
BGC0000328.1	BGC0000328.1	Coronatine biosynthetic gene cluster	other	Others	Pseudomonas syringae pv. glycinea	Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
