#BGC Name	Clan Number	Family Number
BGC0001626	2300	2657
BGC0001760	2300	3369
BGC0001760.1	2300	3369
BGC0001823	2300	3488
BGC0001823.1	2300	3488
BGC0002422	2300	4217
BGC0002456	2300	4251
BGC0000327	1677	628
BGC0000327.1	1677	628
BGC0000343	1677	659
BGC0000343.1	1677	659
BGC0000359	1677	690
BGC0000359.1	1677	690
BGC0000871	1677	1677
BGC0000986	1677	1904
BGC0000986.1	1677	1904
BGC0001190	1677	2290
BGC0000328	845	630
BGC0000382	845	734
BGC0000439	845	845
BGC0000439.1	845	845
BGC0001327	845	2543
BGC0001327.1	845	2543
BGC0001328	845	2543
BGC0001328.1	845	2543
BGC0002058	845	4090
BGC0002287	845	4090
BGC0000329	4228	632
BGC0000329.1	4228	632
BGC0001332	4228	2550
BGC0001332.1	4228	2550
BGC0001491	4228	2854
BGC0001609	4228	3084
BGC0001609.1	4228	3084
BGC0002433	4228	4228
BGC0002555	4228	4341
BGC0002565	4228	4350
BGC0002687	4228	4458
BGC0000330	4075	634
BGC0000330.1	4075	634
BGC0001449	4075	2774
BGC0001449.1	4075	2774
BGC0000334	4075	2998
BGC0001565	4075	2998
BGC0001565.1	4075	2998
BGC0001620	4075	3375
BGC0001620.1	4075	3375
BGC0001763	4075	3375
BGC0001763.1	4075	3375
BGC0001873	4075	3578
BGC0001873.1	4075	3578
BGC0002197	4075	4016
BGC0002268	4075	4075
BGC0000333	1971	640
BGC0000333.1	1971	640
BGC0000458	1971	882
BGC0000458.1	1971	882
BGC0001021	1971	1971
BGC0001021.1	1971	1971
BGC0002108	1971	3939
BGC0000336	1957	646
BGC0000336.1	1957	646
BGC0000344	1957	661
BGC0000344.1	1957	661
BGC0000417	1957	801
BGC0000417.1	1957	801
BGC0001014	1957	1957
BGC0001014.1	1957	1957
BGC0001132	1957	2180
BGC0001132.1	1957	2180
BGC0002373	1957	4170
BGC0000337	2609	648
BGC0000337.1	2609	648
BGC0000961	2609	1854
BGC0000961.1	2609	1854
BGC0000971	2609	1874
BGC0000971.1	2609	1874
BGC0001052	2609	2033
BGC0001052.1	2609	2033
BGC0001063	2609	2055
BGC0001290	2609	2472
BGC0001290.1	2609	2472
BGC0001365	2609	2609
BGC0001365.1	2609	2609
BGC0000974	2609	2986
BGC0000974.1	2609	2986
BGC0001559.1	2609	2986
BGC0001853	2609	3544
BGC0000339	2656	651
BGC0000339.1	2656	651
BGC0000996	2656	1922
BGC0000996.1	2656	1922
BGC0001070	2656	2069
BGC0001070.1	2656	2069
BGC0001389	2656	2656
BGC0001389.1	2656	2656
BGC0000340	2025	653
BGC0001033	2025	1995
BGC0001033.1	2025	1995
BGC0001048	2025	2025
BGC0001048.1	2025	2025
BGC0001168	2025	2249
BGC0001728	2025	3310
BGC0001728.1	2025	3310
BGC0001993.1	2025	3310
BGC0002068	2025	3901
BGC0002518	2025	4307
BGC0002582	2025	4366
BGC0002642	2025	4418
BGC0000345	1977	663
BGC0000345.1	1977	663
BGC0001829	1977	663
BGC0001829.1	1977	663
BGC0000977	1977	1887
BGC0000977.1	1977	1887
BGC0001874	1977	1887
BGC0001874.1	1977	1887
BGC0001024	1977	1977
BGC0001024.1	1977	1977
BGC0001040	1977	2009
BGC0001040.1	1977	2009
BGC0001051	1977	2031
BGC0001051.1	1977	2031
BGC0001342	1977	2031
BGC0001342.1	1977	2031
BGC0001414	1977	2704
BGC0001414.1	1977	2704
BGC0000346	4204	665
BGC0000346.1	4204	665
BGC0001614	4204	3093
BGC0001614.1	4204	3093
BGC0002304	4204	4105
BGC0002351	4204	4150
BGC0002409	4204	4204
BGC0000347	2045	667
BGC0000347.1	2045	667
BGC0000377	2045	724
BGC0000377.1	2045	724
BGC0000978	2045	1888
BGC0000981	2045	1888
BGC0001058	2045	2045
BGC0001058.1	2045	2045
BGC0000322	2045	2800
BGC0001461	2045	2800
BGC0001461.1	2045	2800
BGC0001462	2045	2800
BGC0001462.1	2045	2800
BGC0001844	2045	3528
BGC0001844.1	2045	3528
BGC0002078	2045	3910
BGC0002079	2045	3910
BGC0002529	2045	4317
BGC0002538	2045	4325
BGC0002654	2045	4429
BGC0000348	669	669
BGC0000348.1	669	669
BGC0000362	669	696
BGC0000362.1	669	696
BGC0001090	669	2107
BGC0001090.1	669	2107
BGC0001098	669	2107
BGC0001098.1	669	2107
BGC0001103	669	2107
BGC0001103.1	669	2107
BGC0001330	669	2549
BGC0001330.1	669	2549
BGC0001331	669	2549
BGC0001331.1	669	2549
BGC0001480.1	669	2835
BGC0001877	669	3585
BGC0001877.1	669	3585
BGC0002048	669	3880
BGC0002326	669	3880
BGC0002671	669	4443
BGC0000349	4249	672
BGC0000349.1	4249	672
BGC0001114	4249	2148
BGC0001114.1	4249	2148
BGC0002454	4249	4249
BGC0002542	4249	4329
BGC0000350	4236	673
BGC0000350.1	4236	673
BGC0002082	4236	3914
BGC0002114	4236	3943
BGC0002441	4236	4236
BGC0000352	2808	677
BGC0000352.1	2808	677
BGC0000440	2808	847
BGC0000440.1	2808	847
BGC0000441	2808	847
BGC0000441.1	2808	847
BGC0000893	2808	1721
BGC0000979	2808	1890
BGC0000980	2808	1890
BGC0001467	2808	2808
BGC0001467.1	2808	2808
BGC0001524	2808	2920
BGC0001524.1	2808	2920
BGC0001716	2808	3285
BGC0001716.1	2808	3285
BGC0001834	2808	3508
BGC0002186	2808	4006
BGC0000353	1868	680
BGC0000353.1	1868	680
BGC0000968	1868	1868
BGC0000968.1	1868	1868
BGC0001105	1868	2131
BGC0001105.1	1868	2131
BGC0001133	1868	2182
BGC0001133.1	1868	2182
BGC0001800	1868	3448
BGC0001800.1	1868	3448
BGC0001942	1868	3697
BGC0001942.1	1868	3697
BGC0001968	1868	3745
BGC0001968.1	1868	3745
BGC0000355	884	683
BGC0000355.1	884	683
BGC0000397	884	761
BGC0000397.1	884	761
BGC0000459	884	884
BGC0000459.1	884	884
BGC0000876	884	1687
BGC0001437	884	2751
BGC0001437.1	884	2751
BGC0001710.1	884	2751
BGC0001623	884	3112
BGC0001623.1	884	3112
BGC0001752	884	3354
BGC0001752.1	884	3354
BGC0000356	4151	685
BGC0000356.1	4151	685
BGC0001435	4151	2746
BGC0001435.1	4151	2746
BGC0002352	4151	4151
BGC0000360	1932	692
BGC0000360.1	1932	692
BGC0000445	1932	857
BGC0000445.1	1932	857
BGC0001001	1932	1932
BGC0001001.1	1932	1932
BGC0002472	1932	4265
BGC0002623	1932	4400
BGC0000363	4287	700
BGC0000363.1	4287	700
BGC0000364	4287	700
BGC0000364.1	4287	700
BGC0000443	4287	853
BGC0000443.1	4287	853
BGC0001019	4287	1968
BGC0001019.1	4287	1968
BGC0001116	4287	2152
BGC0001116.1	4287	2152
BGC0001399	4287	2675
BGC0001560	4287	2987
BGC0001560.1	4287	2987
BGC0002271	4287	4077
BGC0002495	4287	4287
BGC0002618	4287	4395
BGC0000366	1878	704
BGC0000366.1	1878	704
BGC0000964	1878	1860
BGC0000964.1	1878	1860
BGC0000973	1878	1878
BGC0000973.1	1878	1878
BGC0001043	1878	2015
BGC0001043.1	1878	2015
BGC0002365	1878	2015
BGC0002509	1878	2015
BGC0001785	1878	3418
BGC0001801	1878	3449
BGC0001801.1	1878	3449
BGC0001818	1878	3479
BGC0001818.1	1878	3479
BGC0001912.1	1878	3479
BGC0000372	714	714
BGC0000372.1	714	714
BGC0000403	714	773
BGC0000403.1	714	773
BGC0000420	714	808
BGC0000420.1	714	808
BGC0002056.1	714	3890
BGC0002147	714	3973
BGC0002535	714	4322
BGC0000373	716	716
BGC0000373.1	716	716
BGC0001046	716	2021
BGC0001046.1	716	2021
BGC0001598.1	716	3063
BGC0001631	716	3128
BGC0001631.1	716	3128
BGC0002125	716	3953
BGC0002588	716	4372
BGC0000375	4214	720
BGC0002295	4214	720
BGC0000452	4214	872
BGC0000452.1	4214	872
BGC0000464	4214	892
BGC0000464.1	4214	892
BGC0002104	4214	3935
BGC0002419	4214	4214
BGC0002532	4214	4320
BGC0000379	3925	728
BGC0000379.1	3925	728
BGC0000410	3925	787
BGC0000410.1	3925	787
BGC0001881	3925	3591
BGC0001881.1	3925	3591
BGC0001982.1	3925	3591
BGC0002093	3925	3925
BGC0002166	3925	3990
BGC0002205	3925	4021
BGC0002324	3925	4284
BGC0002492	3925	4284
BGC0000381	4091	732
BGC0000381.1	4091	732
BGC0000311	4091	878
BGC0000311.1	4091	878
BGC0000322.1	4091	878
BGC0000455	4091	878
BGC0000455.1	4091	878
BGC0001459	4091	878
BGC0001459.1	4091	878
BGC0001460	4091	878
BGC0001460.1	4091	878
BGC0001635	4091	878
BGC0001635.1	4091	878
BGC0001961.1	4091	4091
BGC0002288	4091	4091
BGC0002522	4091	4310
BGC0000383	1918	736
BGC0000383.1	1918	736
BGC0000392	1918	752
BGC0000392.1	1918	752
BGC0000994	1918	1918
BGC0000994.1	1918	1918
BGC0001066	1918	2061
BGC0002071	1918	3904
BGC0002300	1918	4101
BGC0002749	1918	4504
BGC0000384	1936	738
BGC0000384.1	1936	738
BGC0000388	1936	746
BGC0000388.1	1936	746
BGC0000409	1936	785
BGC0000409.1	1936	785
BGC0001003	1936	1936
BGC0001003.1	1936	1936
BGC0001358	1936	2597
BGC0001358.1	1936	2597
BGC0001016	1936	3199
BGC0001016.1	1936	3199
BGC0001667	1936	3199
BGC0001667.1	1936	3199
BGC0002520	1936	4308
BGC0000386	4209	742
BGC0000461	4209	888
BGC0000461.1	4209	888
BGC0000956	4209	1844
BGC0000956.1	4209	1844
BGC0000972	4209	1876
BGC0000972.1	4209	1876
BGC0001189	4209	2288
BGC0001189.1	4209	2288
BGC0001517	4209	2905
BGC0001517.1	4209	2905
BGC0001519	4209	2909
BGC0001519.1	4209	2909
BGC0001611	4209	3088
BGC0001611.1	4209	3088
BGC0002107	4209	3938
BGC0002146	4209	3972
BGC0002174	4209	3998
BGC0002414	4209	4209
BGC0000389.1	748	748
BGC0001312	748	748
BGC0001312.1	748	748
BGC0000395	748	757
BGC0000395.1	748	757
BGC0002239	748	4054
BGC0002358	748	4157
BGC0002438	748	4233
BGC0002475	748	4268
BGC0000391	843	749
BGC0000391.1	843	749
BGC0000438	843	843
BGC0000438.1	843	843
BGC0001111	843	2142
BGC0001111.1	843	2142
BGC0001220	843	2349
BGC0001220.1	843	2349
BGC0002212	843	4028
BGC0001563	843	4061
BGC0001563.1	843	4061
BGC0002250	843	4061
BGC0000393	3013	753
BGC0000393.1	3013	753
BGC0001050	3013	2029
BGC0001050.1	3013	2029
BGC0001187	3013	2284
BGC0001187.1	3013	2284
BGC0001413	3013	2702
BGC0001413.1	3013	2702
BGC0001518	3013	2907
BGC0001518.1	3013	2907
BGC0001573	3013	3013
BGC0001573.1	3013	3013
BGC0002198	3013	4017
BGC0000394	2680	755
BGC0000394.1	2680	755
BGC0000988	2680	1913
BGC0000988.1	2680	1913
BGC0000989	2680	1913
BGC0000989.1	2680	1913
BGC0000990	2680	1913
BGC0000990.1	2680	1913
BGC0000991	2680	1913
BGC0000991.1	2680	1913
BGC0001249	2680	2403
BGC0001249.1	2680	2403
BGC0001402	2680	2680
BGC0001402.1	2680	2680
BGC0001630	2680	3125
BGC0001630.1	2680	3125
BGC0001230	2680	3381
BGC0001230.1	2680	3381
BGC0001766.1	2680	3381
BGC0002135	2680	3963
BGC0002719	2680	4487
BGC0000396	760	760
BGC0000396.1	760	760
BGC0001228	760	2365
BGC0001228.1	760	2365
BGC0001448	760	2772
BGC0001448.1	760	2772
BGC0002091	760	3923
BGC0002273	760	4079
BGC0002677	760	4449
BGC0002702	760	4473
BGC0000398	763	763
BGC0000398.1	763	763
BGC0001164	763	2241
BGC0001287	763	2466
BGC0002122	763	3950
BGC0002131	763	3959
BGC0002178	763	4002
BGC0000401	3882	769
BGC0000401.1	3882	769
BGC0000430	3882	828
BGC0000430.1	3882	828
BGC0001748	3882	828
BGC0001748.1	3882	828
BGC0001115	3882	2150
BGC0001115.1	3882	2150
BGC0001544	3882	2957
BGC0001822	3882	3487
BGC0001822.1	3882	3487
BGC0001943.1	3882	3487
BGC0002050	3882	3882
BGC0002169	3882	3993
BGC0002605	3882	4382
BGC0000402	3434	771
BGC0000402.1	3434	771
BGC0001084	3434	2096
BGC0001084.1	3434	2096
BGC0001793	3434	3434
BGC0002123	3434	3951
BGC0000407	2706	781
BGC0000407.1	2706	781
BGC0000954	2706	1840
BGC0000954.1	2706	1840
BGC0001047	2706	2024
BGC0001047.1	2706	2024
BGC0001415	2706	2706
BGC0001415.1	2706	2706
BGC0002199	2706	4018
BGC0002204	2706	4020
BGC0000411	3481	790
BGC0000411.1	3481	790
BGC0002521	3481	790
BGC0001527	3481	2925
BGC0001527.1	3481	2925
BGC0001819	3481	3481
BGC0001884	3481	3596
