#BGC Name	Family Number
BGC0000397.1	761
BGC0000398	763
BGC0000398.1	763
BGC0000399	765
BGC0000399.1	765
BGC0000400	768
BGC0000400.1	768
BGC0000401	769
BGC0000401.1	769
BGC0000402	771
BGC0000402.1	771
BGC0000403	773
BGC0000403.1	773
BGC0000404	775
BGC0000404.1	775
BGC0000405	775
BGC0000405.1	775
BGC0000406	779
BGC0000406.1	779
BGC0000407	781
BGC0000407.1	781
BGC0000409	785
BGC0000409.1	785
BGC0000410	787
BGC0000410.1	787
BGC0000411	790
BGC0000411.1	790
BGC0002521	790
BGC0000412	792
BGC0000412.1	792
BGC0000413	793
BGC0000413.1	793
BGC0000414	795
BGC0000414.1	795
BGC0000415	798
BGC0000415.1	798
BGC0000434	798
BGC0000434.1	798
BGC0000450	798
BGC0000450.1	798
BGC0000416	799
BGC0000416.1	799
BGC0001692	799
BGC0001692.1	799
BGC0000417	801
BGC0000417.1	801
BGC0000418	806
BGC0000418.1	806
BGC0000419	806
BGC0000419.1	806
BGC0001955	806
BGC0001955.1	806
BGC0000420	808
BGC0000420.1	808
BGC0000421	809
BGC0000421.1	809
BGC0000422	811
BGC0000422.1	811
BGC0000423	813
BGC0000423.1	813
BGC0000424	816
BGC0000424.1	816
BGC0000426	819
BGC0000426.1	819
BGC0000427	821
BGC0000428	824
BGC0000428.1	824
BGC0000429	826
BGC0000429.1	826
BGC0002676	826
BGC0000430	828
BGC0000430.1	828
BGC0001748	828
BGC0001748.1	828
BGC0000431	829
BGC0000431.1	829
BGC0000432	832
BGC0000432.1	832
BGC0000433	833
BGC0000433.1	833
BGC0000323	838
BGC0000323.1	838
BGC0000435	838
BGC0000435.1	838
BGC0000436	840
BGC0000436.1	840
BGC0000437	841
BGC0000437.1	841
BGC0000438	843
BGC0000438.1	843
BGC0000439	845
BGC0000439.1	845
BGC0000440	847
BGC0000440.1	847
BGC0000441	847
BGC0000441.1	847
BGC0000442	851
BGC0000443	853
BGC0000443.1	853
BGC0000444	855
BGC0000444.1	855
BGC0002089	855
BGC0000445	857
BGC0000445.1	857
BGC0000425	862
BGC0000425.1	862
BGC0000447	862
BGC0000447.1	862
BGC0001806	862
BGC0001806.1	862
BGC0000448	864
BGC0000448.1	864
BGC0000452	872
BGC0000452.1	872
BGC0000453	873
BGC0000453.1	873
BGC0000454	875
BGC0000454.1	875
BGC0000311	878
BGC0000311.1	878
BGC0000322.1	878
BGC0000455	878
BGC0000455.1	878
BGC0001459	878
BGC0001459.1	878
BGC0001460	878
BGC0001460.1	878
BGC0001635	878
BGC0001635.1	878
BGC0000457	880
BGC0000457.1	880
BGC0000458	882
BGC0000458.1	882
BGC0000459	884
BGC0000459.1	884
BGC0000460	886
BGC0000460.1	886
BGC0000461	888
BGC0000461.1	888
BGC0000463.1	891
BGC0002379	891
BGC0000464	892
BGC0000464.1	892
BGC0000465	894
BGC0000465.1	894
BGC0000712	1371
BGC0000727	1398
BGC0000816	1572
BGC0000816.1	1572
BGC0000818	1576
BGC0000818.1	1576
BGC0000819	1578
BGC0000819.1	1578
BGC0000871	1677
BGC0000876	1687
BGC0000893	1721
BGC0000900	1736
BGC0000900.1	1736
BGC0000901	1737
BGC0000901.1	1737
BGC0000921	1777
BGC0000288	1831
BGC0000288.1	1831
BGC0000949	1831
BGC0000949.1	1831
BGC0000950	1833
BGC0000950.1	1833
BGC0000951	1835
BGC0000951.1	1835
BGC0000954	1840
BGC0000954.1	1840
BGC0000955	1842
BGC0000955.1	1842
BGC0000956	1844
BGC0000956.1	1844
BGC0000957	1846
BGC0000958	1849
BGC0000958.1	1849
BGC0001216	1849
BGC0001216.1	1849
BGC0001455	1849
BGC0001455.1	1849
BGC0000960	1852
BGC0000960.1	1852
BGC0000961	1854
BGC0000961.1	1854
BGC0000962	1856
BGC0000962.1	1856
BGC0000964	1860
BGC0000964.1	1860
BGC0000966	1864
BGC0000966.1	1864
BGC0000967	1866
BGC0000967.1	1866
BGC0000968	1868
BGC0000968.1	1868
BGC0000969	1870
BGC0000969.1	1870
BGC0000970	1872
BGC0000970.1	1872
BGC0000971	1874
BGC0000971.1	1874
BGC0000972	1876
BGC0000972.1	1876
BGC0000973	1878
BGC0000973.1	1878
BGC0000975	1882
BGC0000975.1	1882
BGC0000976	1885
BGC0000976.1	1885
BGC0001165	1885
BGC0001165.1	1885
BGC0000977	1887
BGC0000977.1	1887
BGC0001874	1887
BGC0001874.1	1887
BGC0000978	1888
BGC0000981	1888
BGC0000979	1890
BGC0000980	1890
BGC0000983	1898
BGC0000983.1	1898
BGC0000984	1900
BGC0000984.1	1900
BGC0000985	1902
BGC0000985.1	1902
BGC0000986	1904
BGC0000986.1	1904
BGC0000988	1913
BGC0000988.1	1913
BGC0000989	1913
BGC0000989.1	1913
BGC0000990	1913
BGC0000990.1	1913
BGC0000991	1913
BGC0000991.1	1913
BGC0000992	1914
BGC0000992.1	1914
BGC0000993	1916
BGC0000993.1	1916
BGC0000994	1918
BGC0000994.1	1918
BGC0000996	1922
BGC0000996.1	1922
BGC0000997	1924
BGC0000997.1	1924
BGC0000998	1926
BGC0000998.1	1926
BGC0000999	1928
BGC0000999.1	1928
BGC0001000	1930
BGC0001000.1	1930
BGC0001001	1932
BGC0001001.1	1932
BGC0001003	1936
BGC0001003.1	1936
BGC0001005	1940
BGC0001005.1	1940
BGC0001006	1944
BGC0001007	1944
BGC0001008	1946
BGC0001008.1	1946
BGC0000982	1950
BGC0000982.1	1950
BGC0001009.1	1950
BGC0001010	1950
BGC0001010.1	1950
BGC0001011	1951
BGC0001011.1	1951
BGC0001012	1951
BGC0001012.1	1951
BGC0001013	1951
BGC0001013.1	1951
BGC0001014	1957
BGC0001014.1	1957
BGC0001015	1964
BGC0001015.1	1964
BGC0001017	1964
BGC0001017.1	1964
BGC0002297	1964
BGC0001019	1968
BGC0001019.1	1968
BGC0001020	1969
BGC0001020.1	1969
BGC0001021	1971
BGC0001021.1	1971
BGC0001022	1973
BGC0001022.1	1973
BGC0001023	1976
BGC0001023.1	1976
BGC0001417	1976
BGC0001417.1	1976
BGC0001418	1976
BGC0001418.1	1976
BGC0001419	1976
BGC0001419.1	1976
BGC0001420	1976
BGC0001420.1	1976
BGC0001429	1976
BGC0001429.1	1976
BGC0001430	1976
BGC0001430.1	1976
BGC0001431	1976
BGC0001431.1	1976
BGC0001024	1977
BGC0001024.1	1977
BGC0001025	1979
BGC0001025.1	1979
BGC0001026	1981
BGC0001026.1	1981
BGC0001027	1984
BGC0001027.1	1984
BGC0001029	1987
BGC0001029.1	1987
BGC0001030	1989
BGC0002598	1989
BGC0002607	1989
BGC0001033	1995
BGC0001033.1	1995
BGC0001034	1997
BGC0001034.1	1997
BGC0001035	2000
BGC0001035.1	2000
BGC0001036	2001
BGC0001036.1	2001
BGC0001037	2003
BGC0001037.1	2003
BGC0001039	2008
BGC0001039.1	2008
BGC0001040	2009
BGC0001040.1	2009
BGC0001042	2013
BGC0001042.1	2013
BGC0001043	2015
BGC0001043.1	2015
BGC0002365	2015
BGC0002509	2015
BGC0001044	2017
BGC0001044.1	2017
BGC0001045	2019
BGC0001045.1	2019
BGC0001046	2021
BGC0001046.1	2021
BGC0001047	2024
BGC0001047.1	2024
BGC0001048	2025
BGC0001048.1	2025
BGC0001049	2028
BGC0001049.1	2028
BGC0001136	2028
BGC0001136.1	2028
BGC0001218	2028
BGC0001218.1	2028
BGC0001050	2029
BGC0001050.1	2029
BGC0001051	2031
BGC0001051.1	2031
BGC0001342	2031
BGC0001342.1	2031
BGC0001052	2033
BGC0001052.1	2033
BGC0001054	2037
BGC0001054.1	2037
BGC0001055	2040
BGC0001055.1	2040
BGC0001056	2041
BGC0001056.1	2041
BGC0001057	2043
BGC0001057.1	2043
BGC0001058	2045
BGC0001058.1	2045
BGC0001059	2048
BGC0001059.1	2048
BGC0001063	2055
BGC0001066	2061
BGC0001069	2067
BGC0001069.1	2067
BGC0001070	2069
BGC0001070.1	2069
BGC0001071	2072
BGC0001071.1	2072
BGC0001084	2096
BGC0001084.1	2096
BGC0001085	2098
BGC0001085.1	2098
BGC0001088	2102
BGC0001088.1	2102
BGC0001089	2104
BGC0001089.1	2104
BGC0001090	2107
BGC0001090.1	2107
BGC0001098	2107
BGC0001098.1	2107
BGC0001103	2107
BGC0001103.1	2107
BGC0001091	2108
BGC0001093	2112
BGC0001093.1	2112
BGC0001095	2115
BGC0001095.1	2115
BGC0000995	2117
BGC0000995.1	2117
BGC0001096.1	2117
BGC0001099	2120
BGC0001099.1	2120
BGC0001100	2122
BGC0001100.1	2122
BGC0001101	2124
BGC0001101.1	2124
BGC0001102	2126
BGC0001102.1	2126
BGC0001105	2131
BGC0001105.1	2131
BGC0001106	2133
BGC0001106.1	2133
BGC0001108	2139
BGC0001108.1	2139
BGC0001109	2139
BGC0001109.1	2139
BGC0001110	2140
BGC0001110.1	2140
BGC0001111	2142
BGC0001111.1	2142
BGC0001112	2144
BGC0001112.1	2144
BGC0001113	2146
BGC0001113.1	2146
BGC0001114	2148
BGC0001114.1	2148
BGC0001115	2150
BGC0001115.1	2150
BGC0001116	2152
BGC0001116.1	2152
BGC0001117	2154
BGC0001117.1	2154
BGC0001119	2158
BGC0001122	2162
BGC0001122.1	2162
BGC0001123	2164
BGC0001123.1	2164
BGC0001125	2168
BGC0001125.1	2168
BGC0001127	2172
BGC0001127.1	2172
BGC0001128	2175
BGC0001128.1	2175
BGC0002716	2175
BGC0001130	2176
BGC0001130.1	2176
BGC0001131	2178
BGC0001131.1	2178
BGC0001132	2180
BGC0001132.1	2180
BGC0001133	2182
BGC0001133.1	2182
BGC0001135	2186
BGC0001135.1	2186
BGC0001142	2198
BGC0001142.1	2198
BGC0001147	2208
BGC0001147.1	2208
BGC0001149	2212
BGC0001149.1	2212
BGC0000358.1	2219
BGC0001152	2219
BGC0001152.1	2219
BGC0001160	2233
BGC0001161	2239
BGC0001162	2239
BGC0001163	2239
BGC0001164	2241
BGC0001166	2245
BGC0001166.1	2245
BGC0001168	2249
BGC0001178	2267
BGC0001178.1	2267
BGC0001182	2274
BGC0001182.1	2274
BGC0001183	2276
BGC0001183.1	2276
BGC0001185	2280
BGC0001185.1	2280
BGC0001187	2284
BGC0001187.1	2284
BGC0001189	2288
BGC0001189.1	2288
BGC0001190	2290
BGC0000408	2295
BGC0000408.1	2295
BGC0001153	2295
BGC0001153.1	2295
BGC0001192	2295
BGC0001192.1	2295
BGC0002653	2295
BGC0001193	2296
BGC0001193.1	2296
BGC0001195	2300
BGC0001195.1	2300
BGC0001196	2302
BGC0001196.1	2302
BGC0001202	2314
BGC0001202.1	2314
BGC0001203	2316
BGC0001203.1	2316
BGC0001207	2324
BGC0001207.1	2324
BGC0001211	2331
BGC0001211.1	2331
BGC0001212	2333
BGC0001212.1	2333
BGC0001214	2337
BGC0001214.1	2337
BGC0001215	2339
BGC0001220	2349
BGC0001220.1	2349
BGC0001228	2365
BGC0001228.1	2365
BGC0001231	2371
BGC0001231.1	2371
BGC0001233	2374
BGC0001233.1	2374
BGC0001235	2377
BGC0001235.1	2377
BGC0001237	2381
BGC0001237.1	2381
BGC0001240	2387
BGC0001241	2389
BGC0002232	2389
BGC0001249	2403
BGC0001249.1	2403
BGC0001250	2407
BGC0001250.1	2407
BGC0001251	2407
BGC0001251.1	2407
BGC0001255	2414
BGC0001255.1	2414
BGC0001261	2424
BGC0001261.1	2424
BGC0001287	2466
BGC0001290	2472
BGC0001290.1	2472
BGC0001297	2487
BGC0001297.1	2487
BGC0002377	2487
BGC0001327	2543
BGC0001327.1	2543
BGC0001328	2543
BGC0001328.1	2543
BGC0001329	2544
BGC0001329.1	2544
BGC0001330	2549
BGC0001330.1	2549
BGC0001331	2549
BGC0001331.1	2549
BGC0001332	2550
BGC0001332.1	2550
BGC0001341	2568
BGC0001341.1	2568
BGC0001053	2575
BGC0001053.1	2575
BGC0001344	2575
BGC0001344.1	2575
BGC0001345	2576
BGC0001345.1	2576
BGC0001351	2587
BGC0001351.1	2587
BGC0001236	2591
BGC0001236.1	2591
BGC0001354.1	2591
BGC0001355.1	2591
BGC0001358	2597
BGC0001358.1	2597
BGC0001365	2609
BGC0001365.1	2609
BGC0001367	2613
BGC0001367.1	2613
BGC0001368	2616
BGC0001368.1	2616
BGC0000338.1	2622
BGC0001371	2622
BGC0001371.1	2622
BGC0002611	2622
BGC0001372	2624
BGC0001372.1	2624
BGC0001379	2637
BGC0001381	2641
BGC0001389	2656
BGC0001389.1	2656
BGC0001390	2657
BGC0001626	2657
BGC0001393	2664
BGC0001393.1	2664
BGC0001399	2675
BGC0001402	2680
BGC0001402.1	2680
BGC0001406	2688
BGC0001406.1	2688
BGC0001413	2702
BGC0001413.1	2702
BGC0001414	2704
BGC0001414.1	2704
BGC0001415	2706
BGC0001415.1	2706
BGC0001416	2708
BGC0001416.1	2708
BGC0001421	2733
BGC0001421.1	2733
BGC0001422	2733
BGC0001422.1	2733
BGC0001423	2733
BGC0001423.1	2733
BGC0001424	2733
BGC0001424.1	2733
BGC0001425	2733
BGC0001425.1	2733
BGC0001426	2733
BGC0001426.1	2733
BGC0001427	2733
BGC0001427.1	2733
BGC0001428	2733
BGC0001428.1	2733
BGC0001432	2740
BGC0001432.1	2740
BGC0001435	2746
BGC0001435.1	2746
BGC0001436	2748
BGC0001437	2751
BGC0001437.1	2751
BGC0001710.1	2751
BGC0001443	2762
BGC0001443.1	2762
BGC0001445	2766
BGC0001445.1	2766
BGC0001448	2772
BGC0001448.1	2772
BGC0001449	2774
BGC0001449.1	2774
BGC0001451	2777
BGC0001451.1	2777
BGC0001457	2789
BGC0001457.1	2789
BGC0000322	2800
BGC0001461	2800
BGC0001461.1	2800
BGC0001462	2800
BGC0001462.1	2800
BGC0001467	2808
BGC0001467.1	2808
BGC0001469	2812
BGC0001469.1	2812
BGC0001477	2828
BGC0001477.1	2828
BGC0001479.1	2833
BGC0001480.1	2835
BGC0001491	2854
BGC0001442	2866
BGC0001442.1	2866
BGC0001497.1	2866
BGC0001502	2875
BGC0001502.1	2875
BGC0001503	2877
BGC0001503.1	2877
BGC0001515	2901
BGC0001515.1	2901
BGC0001517	2905
BGC0001517.1	2905
BGC0001518	2907
BGC0001518.1	2907
BGC0001519	2909
BGC0001519.1	2909
BGC0001524	2920
BGC0001524.1	2920
BGC0001527	2925
BGC0001527.1	2925
BGC0001532	2934
BGC0001532.1	2934
BGC0001536	2943
BGC0001536.1	2943
BGC0002432	2943
BGC0001543	2955
BGC0001544	2957
BGC0001545	2960
BGC0001545.1	2960
BGC0001553	2975
BGC0001553.1	2975
BGC0002434	2975
BGC0001556	2980
BGC0001556.1	2980
BGC0000974	2986
BGC0000974.1	2986
BGC0001559.1	2986
BGC0001560	2987
BGC0001560.1	2987
BGC0001561	2989
BGC0001561.1	2989
BGC0001562	2992
BGC0001562.1	2992
BGC0001564	2995
BGC0001564.1	2995
BGC0000334	2998
BGC0001565	2998
BGC0001565.1	2998
BGC0001567	3001
BGC0001567.1	3001
BGC0001569	3006
BGC0001569.1	3006
BGC0001814	3006
BGC0001814.1	3006
BGC0001570	3007
BGC0001570.1	3007
BGC0002051	3007
BGC0001573	3013
BGC0001573.1	3013
BGC0001574	3016
BGC0001574.1	3016
BGC0001575	3017
BGC0001575.1	3017
BGC0001582	3030
BGC0001582.1	3030
BGC0000965	3035
BGC0000965.1	3035
BGC0001397	3035
BGC0001397.1	3035
BGC0001584	3035
BGC0001584.1	3035
BGC0001585	3036
BGC0001585.1	3036
BGC0001593	3052
BGC0001593.1	3052
BGC0001598.1	3063
BGC0001599	3064
BGC0001599.1	3064
BGC0001600	3066
BGC0001608	3083
BGC0001608.1	3083
BGC0002003.1	3083
BGC0001609	3084
BGC0001609.1	3084
BGC0001611	3088
BGC0001611.1	3088
BGC0001614	3093
BGC0001614.1	3093
BGC0001615	3096
BGC0001615.1	3096
BGC0001621	3107
BGC0001621.1	3107
BGC0001623	3112
BGC0001623.1	3112
BGC0001627	3120
BGC0001627.1	3120
BGC0001628	3121
BGC0001628.1	3121
BGC0001629	3123
BGC0001629.1	3123
BGC0001630	3125
BGC0001630.1	3125
BGC0001631	3128
BGC0001631.1	3128
BGC0001636	3137
BGC0001636.1	3137
BGC0001641	3147
BGC0001641.1	3147
BGC0001646	3157
BGC0001646.1	3157
BGC0001946.1	3157
BGC0001647	3158
BGC0001650	3164
BGC0001650.1	3164
BGC0001652	3168
BGC0001652.1	3168
BGC0001656	3176
BGC0001657	3178
BGC0001657.1	3178
BGC0001666	3196
BGC0001016	3199
BGC0001016.1	3199
BGC0001667	3199
BGC0001667.1	3199
BGC0001668	3200
BGC0001671	3206
BGC0001671.1	3206
BGC0001672	3208
BGC0001672.1	3208
BGC0001679	3220
BGC0001679.1	3220
BGC0001686	3232
BGC0001686.1	3232
BGC0001695	3247
BGC0001695.1	3247
BGC0001919	3247
BGC0001919.1	3247
BGC0001434	3252
BGC0001434.1	3252
BGC0001698.1	3252
BGC0002713	3252
BGC0001699	3253
BGC0001699.1	3253
BGC0001702	3259
BGC0001702.1	3259
BGC0001703	3263
BGC0001703.1	3263
BGC0001704	3263
BGC0001704.1	3263
BGC0002597	3263
BGC0001705	3265
BGC0001705.1	3265
BGC0001711	3276
BGC0001711.1	3276
BGC0001712	3278
BGC0001715	3283
BGC0001715.1	3283
BGC0001716	3285
BGC0001716.1	3285
BGC0001717	3288
BGC0001717.1	3288
BGC0001718	3289
BGC0001718.1	3289
BGC0001721	3295
BGC0001721.1	3295
BGC0002569	3295
BGC0001724	3301
BGC0001724.1	3301
BGC0001726	3305
BGC0001726.1	3305
BGC0001728	3310
BGC0001728.1	3310
BGC0001993.1	3310
BGC0001734.1	3321
BGC0001394	3327
BGC0001394.1	3327
BGC0001737	3327
BGC0001737.1	3327
BGC0001738	3328
BGC0001738.1	3328
BGC0001740	3332
BGC0001740.1	3332
BGC0001741	3334
BGC0001741.1	3334
BGC0001750	3350
BGC0001750.1	3350
BGC0001751	3352
BGC0001751.1	3352
BGC0001752	3354
BGC0001752.1	3354
BGC0001363	3358
BGC0001363.1	3358
BGC0001754.1	3358
BGC0001758	3365
BGC0001758.1	3365
BGC0000136	3367
BGC0000137	3367
BGC0001759	3367
BGC0002009	3367
BGC0001760	3369
BGC0001760.1	3369
BGC0001620	3375
BGC0001620.1	3375
BGC0001763	3375
BGC0001763.1	3375
BGC0001764	3377
BGC0001764.1	3377
BGC0001230	3381
BGC0001230.1	3381
BGC0001766.1	3381
BGC0001767	3383
BGC0001767.1	3383
BGC0002466	3383
BGC0001768	3384
BGC0001768.1	3384
BGC0001771	3390
BGC0001771.1	3390
BGC0001772	3392
BGC0001780	3408
BGC0001780.1	3408
BGC0001785	3418
BGC0001790	3428
BGC0001790.1	3428
BGC0001791	3430
BGC0001791.1	3430
BGC0001792	3432
BGC0001792.1	3432
BGC0001793	3434
BGC0001794	3436
BGC0001796	3440
BGC0001796.1	3440
BGC0001800	3448
BGC0001800.1	3448
BGC0001801	3449
BGC0001801.1	3449
BGC0000446	3455
BGC0000446.1	3455
BGC0001637	3455
BGC0001637.1	3455
BGC0001805.1	3455
BGC0001807	3458
BGC0001807.1	3458
BGC0001813	3470
BGC0001813.1	3470
BGC0001816	3475
BGC0001816.1	3475
BGC0001818	3479
BGC0001818.1	3479
BGC0001912.1	3479
BGC0001819	3481
BGC0001820	3485
BGC0001820.1	3485
BGC0001821.1	3485
BGC0001822	3487
BGC0001822.1	3487
BGC0001943.1	3487
BGC0001823	3488
BGC0001823.1	3488
BGC0001824	3490
BGC0001824.1	3490
BGC0001825	3492
BGC0001825.1	3492
BGC0001826	3494
BGC0001826.1	3494
BGC0001833	3506
BGC0001833.1	3506
BGC0001834	3508
BGC0000462.1	3516
BGC0001838	3516
BGC0001838.1	3516
BGC0001840	3520
BGC0001840.1	3520
BGC0001841	3521
BGC0001841.1	3521
BGC0000449	3526
BGC0000449.1	3526
BGC0001843	3526
BGC0001843.1	3526
BGC0001844	3528
BGC0001844.1	3528
BGC0001845	3529
BGC0001846	3530
BGC0001846.1	3530
BGC0001853	3544
BGC0001856	3547
BGC0001856.1	3547
BGC0001857	3550
BGC0001857.1	3550
BGC0001978.1	3550
BGC0001873	3578
BGC0001873.1	3578
BGC0001876	3584
BGC0001876.1	3584
BGC0001877	3585
BGC0001877.1	3585
BGC0001878	3587
BGC0001878.1	3587
BGC0001881	3591
BGC0001881.1	3591
BGC0001982.1	3591
BGC0001884	3596
BGC0001884.1	3596
BGC0001885	3598
BGC0001885.1	3598
BGC0001890	3608
BGC0001890.1	3608
BGC0001891	3610
BGC0001900.1	3627
BGC0001902	3629
BGC0001902.1	3629
BGC0001918	3656
BGC0001918.1	3656
BGC0001923	3665
BGC0001923.1	3665
BGC0001941	3696
BGC0001941.1	3696
BGC0001942	3697
BGC0001942.1	3697
BGC0001945	3702
BGC0001945.1	3702
BGC0001950	3711
BGC0001950.1	3711
BGC0001951	3711
BGC0001951.1	3711
BGC0001952	3718
BGC0001952.1	3718
BGC0001953	3718
BGC0001953.1	3718
BGC0001956	3724
BGC0001956.1	3724
BGC0002479	3724
BGC0001957	3727
BGC0001957.1	3727
BGC0001958.1	3727
BGC0002054	3727
BGC0001963	3736
BGC0001963.1	3736
BGC0001966	3741
BGC0001966.1	3741
BGC0001967	3744
BGC0001967.1	3744
BGC0001968	3745
BGC0001968.1	3745
BGC0001970	3751
BGC0001970.1	3751
BGC0001971	3751
BGC0001971.1	3751
BGC0001975	3758
BGC0001975.1	3758
BGC0000305	3767
BGC0000305.1	3767
BGC0001509	3767
BGC0001509.1	3767
BGC0001842	3767
BGC0001842.1	3767
BGC0001980	3767
BGC0001980.1	3767
BGC0002092	3767
BGC0001984	3771
BGC0001984.1	3771
BGC0002001	3804
BGC0002001.1	3804
BGC0002002	3806
BGC0002002.1	3806
BGC0002011	3824
BGC0002011.1	3824
BGC0002014	3829
BGC0002014.1	3829
BGC0002017	3835
BGC0002025	3849
BGC0002025.1	3849
BGC0002026	3851
BGC0002026.1	3851
BGC0002035	3866
BGC0002035.1	3866
BGC0002037	3870
BGC0002044	3876
BGC0002046	3878
BGC0002048	3880
BGC0002326	3880
BGC0002050	3882
BGC0002055	3888
BGC0002055.1	3888
BGC0002056.1	3890
BGC0002057.1	3891
BGC0002059	3893
BGC0001028	3895
BGC0001028.1	3895
BGC0002061	3895
BGC0002066	3899
BGC0000959	3900
BGC0000959.1	3900
BGC0002067	3900
BGC0002068	3901
BGC0002071	3904
BGC0002075	3908
BGC0002078	3910
BGC0002079	3910
BGC0002082	3914
BGC0002090	3922
BGC0002091	3923
BGC0002093	3925
BGC0002095	3926
BGC0002100	3931
BGC0002104	3935
BGC0002107	3938
BGC0002108	3939
BGC0002109	3940
BGC0002114	3943
BGC0002117	3946
BGC0002118	3947
BGC0002119	3947
BGC0002122	3950
BGC0002123	3951
BGC0002125	3953
BGC0002126	3954
BGC0002131	3959
BGC0002135	3963
BGC0002146	3972
BGC0002147	3973
BGC0002149	3975
BGC0002157	3982
BGC0002158	3983
BGC0002160	3984
BGC0002164	3988
BGC0002166	3990
BGC0002167	3991
BGC0002169	3993
BGC0002172	3996
BGC0002174	3998
BGC0002178	4002
BGC0002186	4006
BGC0002188	4008
BGC0002193	4012
BGC0002197	4016
BGC0002198	4017
BGC0002199	4018
BGC0002203	4019
BGC0002204	4020
