#BGC Name	Clan Number	Family Number
BGC0001112.1	2008	2144
BGC0001115	2008	2150
BGC0001115.1	2008	2150
BGC0001519	2008	2909
BGC0001519.1	2008	2909
BGC0002188	2008	4008
BGC0002212	2008	4028
BGC0002230	2008	4046
BGC0000353	1846	680
BGC0000353.1	1846	680
BGC0000957	1846	1846
BGC0001055	1846	2040
BGC0001055.1	1846	2040
BGC0001049	1846	2189
BGC0001049.1	1846	2189
BGC0001136	1846	2189
BGC0001136.1	1846	2189
BGC0001218	1846	2189
BGC0001218.1	1846	2189
BGC0001726	1846	3305
BGC0001726.1	1846	3305
BGC0002046	1846	3878
BGC0002235	1846	4050
BGC0000365	701	701
BGC0000365.1	701	701
BGC0000995	701	2117
BGC0000995.1	701	2117
BGC0001096.1	701	2117
BGC0001656	701	3176
BGC0001620.1	701	3376
BGC0001763.1	701	3376
BGC0001230	701	3381
BGC0001230.1	701	3381
BGC0001766.1	701	3381
BGC0001816	701	3475
BGC0001816.1	701	3475
BGC0001970	701	3751
BGC0001970.1	701	3751
BGC0001971	701	3751
BGC0001971.1	701	3751
BGC0000380	2374	730
BGC0000380.1	2374	730
BGC0000960	2374	1852
BGC0000960.1	2374	1852
BGC0000997	2374	1924
BGC0000997.1	2374	1924
BGC0001233	2374	2374
BGC0001233.1	2374	2374
BGC0001342	2374	2570
BGC0001342.1	2374	2570
BGC0001467	2374	2808
BGC0001467.1	2374	2808
BGC0002066	2374	3899
BGC0000393	4325	753
BGC0000393.1	4325	753
BGC0000962	4325	1856
BGC0000962.1	4325	1856
BGC0002035	4325	3866
BGC0002035.1	4325	3866
BGC0002342	4325	4141
BGC0002538	4325	4325
BGC0000402	2544	771
BGC0000402.1	2544	771
BGC0001329	2544	2544
BGC0001329.1	2544	2544
BGC0001358	2544	2597
BGC0001358.1	2544	2597
BGC0000311	2774	877
BGC0000311.1	2774	877
BGC0000322.1	2774	877
BGC0000455	2774	877
BGC0000455.1	2774	877
BGC0001459	2774	877
BGC0001459.1	2774	877
BGC0001460	2774	877
BGC0001460.1	2774	877
BGC0001030	2774	1989
BGC0002598	2774	1989
BGC0002607	2774	1989
BGC0001122	2774	2162
BGC0001122.1	2774	2162
BGC0001164	2774	2241
BGC0001449	2774	2774
BGC0001449.1	2774	2774
BGC0002067	2774	3900
BGC0002671	2774	4443
BGC0000955	3891	1842
BGC0000955.1	3891	1842
BGC0002057.1	3891	3891
BGC0002210	3891	4026
BGC0002480	3891	4273
BGC0000958	4149	1849
BGC0000958.1	4149	1849
BGC0001216	4149	1849
BGC0001216.1	4149	1849
BGC0001455	4149	1849
BGC0001455.1	4149	1849
BGC0000967	4149	1866
BGC0000967.1	4149	1866
BGC0000999	4149	1928
BGC0000999.1	4149	1928
BGC0001503	4149	2877
BGC0001503.1	4149	2877
BGC0001598.1	4149	3063
BGC0000963	4149	4149
BGC0000963.1	4149	4149
BGC0002350	4149	4149
BGC0000968	1868	1868
BGC0000968.1	1868	1868
BGC0001026	1868	1982
BGC0001026.1	1868	1982
BGC0002261	1868	1982
BGC0001119	1868	2158
BGC0001331	1868	2548
BGC0001331.1	1868	2548
BGC0001966	1868	3741
BGC0001966.1	1868	3741
BGC0002104	1868	3935
BGC0000969	3332	1870
BGC0000969.1	3332	1870
BGC0001059	3332	2048
BGC0001059.1	3332	2048
BGC0001203	3332	2316
BGC0001203.1	3332	2316
BGC0001290	3332	2472
BGC0001290.1	3332	2472
BGC0001415	3332	2706
BGC0001415.1	3332	2706
BGC0001711	3332	3276
BGC0001711.1	3332	3276
BGC0001740	3332	3332
BGC0001740.1	3332	3332
BGC0002056.1	3332	3890
BGC0000973	1957	1878
BGC0000973.1	1957	1878
BGC0001014	1957	1957
BGC0001014.1	1957	1957
BGC0001845	1957	3529
BGC0000979	4338	1890
BGC0000980	4338	1890
BGC0002270	4338	4076
BGC0002552	4338	4338
BGC0000983	4019	1898
BGC0000983.1	4019	1898
BGC0001015	4019	1960
BGC0001015.1	4019	1960
BGC0001705	4019	1960
BGC0001705.1	4019	1960
BGC0002297	4019	1960
BGC0001553	4019	2975
BGC0001553.1	4019	2975
BGC0002434	4019	2975
BGC0001823	4019	3488
BGC0002203	4019	4019
BGC0002259	4019	4019
BGC0002419	4019	4214
BGC0000984	3882	1900
BGC0000984.1	3882	1900
BGC0001089	3882	2104
BGC0001089.1	3882	2104
BGC0001130.1	3882	2177
BGC0001160	3882	2233
BGC0001785	3882	3418
BGC0002050	3882	3882
BGC0002090	3882	3922
BGC0002093	3882	3925
BGC0002344	3882	4143
BGC0000988	4458	1913
BGC0000988.1	4458	1913
BGC0000989	4458	1913
BGC0000989.1	4458	1913
BGC0000990	4458	1913
BGC0000990.1	4458	1913
BGC0000991	4458	1913
BGC0000991.1	4458	1913
BGC0001491	4458	2854
BGC0002687	4458	4458
BGC0000998	1973	1926
BGC0000998.1	1973	1926
BGC0001022	1973	1973
BGC0001022.1	1973	1973
BGC0001212	1973	2333
BGC0001212.1	1973	2333
BGC0001703	1973	3261
BGC0001703.1	1973	3261
BGC0001956	1973	3724
BGC0001956.1	1973	3724
BGC0002479	1973	3724
BGC0002169	1973	3993
BGC0001563	1973	4061
BGC0001563.1	1973	4061
BGC0002250	1973	4061
BGC0002605	1973	4382
BGC0002606	1973	4382
BGC0001001	2719	1932
BGC0001001.1	2719	1932
BGC0001190	2719	2290
BGC0001421	2719	2719
BGC0001421.1	2719	2719
BGC0001422	2719	2733
BGC0001422.1	2719	2733
BGC0001423	2719	2733
BGC0001423.1	2719	2733
BGC0001424	2719	2733
BGC0001424.1	2719	2733
BGC0001425	2719	2733
BGC0001425.1	2719	2733
BGC0001426	2719	2733
BGC0001426.1	2719	2733
BGC0001427	2719	2733
BGC0001427.1	2719	2733
BGC0001428	2719	2733
BGC0001428.1	2719	2733
BGC0002107	2719	3938
BGC0001003	4308	1936
BGC0001003.1	4308	1936
BGC0001363	4308	3358
BGC0001363.1	4308	3358
BGC0001754.1	4308	3358
BGC0001957	4308	3727
BGC0001957.1	4308	3727
BGC0001958.1	4308	3727
BGC0002054	4308	3727
BGC0002304	4308	4105
BGC0002520	4308	4308
BGC0001008	4499	1946
BGC0001008.1	4499	1946
BGC0001033	4499	1995
BGC0001033.1	4499	1995
BGC0001037	4499	2003
BGC0001037.1	4499	2003
BGC0001236	4499	2591
BGC0001236.1	4499	2591
BGC0001354.1	4499	2591
BGC0001355.1	4499	2591
BGC0001435.1	4499	2747
BGC0002735	4499	4499
BGC0000982	4329	1950
BGC0000982.1	4329	1950
BGC0001009.1	4329	1950
BGC0001010	4329	1950
BGC0001010.1	4329	1950
BGC0001051	4329	2032
BGC0001051.1	4329	2032
BGC0002131	4329	3959
BGC0002542	4329	4329
BGC0002749	4329	4504
BGC0001011	2148	1951
BGC0001011.1	2148	1951
BGC0001012	2148	1951
BGC0001012.1	2148	1951
BGC0001013	2148	1951
BGC0001013.1	2148	1951
BGC0001114	2148	2148
BGC0001114.1	2148	2148
BGC0001630	2148	3125
BGC0001630.1	2148	3125
BGC0001813	2148	3470
BGC0002411	2148	4206
BGC0001024	3352	1977
BGC0001024.1	3352	1977
BGC0001102	3352	2126
BGC0001102.1	3352	2126
BGC0001751	3352	3352
BGC0001751.1	3352	3352
BGC0002082	3352	3914
BGC0001029	3158	1987
BGC0001029.1	3158	1987
BGC0001093	3158	2112
BGC0001093.1	3158	2112
BGC0001108	3158	2139
BGC0001108.1	3158	2139
BGC0001109	3158	2139
BGC0001109.1	3158	2139
BGC0001215	3158	2339
BGC0001647	3158	3158
BGC0002025	3158	3849
BGC0002025.1	3158	3849
BGC0001034	1997	1997
BGC0001034.1	1997	1997
BGC0001071	1997	2072
BGC0001071.1	1997	2072
BGC0001036	3259	2001
BGC0001036.1	3259	2001
BGC0001066	3259	2061
BGC0001182	3259	2274
BGC0001182.1	3259	2274
BGC0001702	3259	3259
BGC0001702.1	3259	3259
BGC0001394	3259	3327
BGC0001394.1	3259	3327
BGC0001737	3259	3327
BGC0001737.1	3259	3327
BGC0002570	3259	4355
BGC0001040	4114	2009
BGC0001040.1	4114	2009
BGC0001070	4114	2069
BGC0001070.1	4114	2069
BGC0001116	4114	2152
BGC0001116.1	4114	2152
BGC0001255	4114	2414
BGC0001255.1	4114	2414
BGC0000064	4114	2437
BGC0000064.1	4114	2437
BGC0001268	4114	2437
BGC0001268.1	4114	2437
BGC0001807	4114	3458
BGC0001807.1	4114	3458
BGC0002314	4114	4114
BGC0002417	4114	4212
BGC0002420	4114	4212
BGC0001048	2025	2025
BGC0001048.1	2025	2025
BGC0001057	2025	2043
BGC0001057.1	2025	2043
BGC0001105	2025	2131
BGC0001105.1	2025	2131
BGC0001902	2025	3629
BGC0001902.1	2025	3629
BGC0001052	2033	2033
BGC0001052.1	2033	2033
BGC0001611	2033	3088
BGC0001923	2033	3665
BGC0001923.1	2033	3665
BGC0001941	2033	3696
BGC0001941.1	2033	3696
BGC0001088	2766	2102
BGC0001088.1	2766	2102
BGC0001099	2766	2120
BGC0001099.1	2766	2120
BGC0001445	2766	2766
BGC0001445.1	2766	2766
BGC0001857	2766	3550
BGC0001857.1	2766	3550
BGC0001978.1	2766	3550
BGC0001101	2124	2124
BGC0001101.1	2124	2124
BGC0001666	2124	3196
BGC0001741	2124	3334
BGC0001741.1	2124	3334
BGC0002625	2124	4402
BGC0001110	2140	2140
BGC0001110.1	2140	2140
BGC0000974	2140	2986
BGC0000974.1	2140	2986
BGC0001559.1	2140	2986
BGC0001695	2140	3247
BGC0001695.1	2140	3247
BGC0001919	2140	3247
BGC0001919.1	2140	3247
BGC0001885	2140	3598
BGC0001885.1	2140	3598
BGC0002453	2140	4248
BGC0001111	3128	2142
BGC0001111.1	3128	2142
BGC0001432	3128	2740
BGC0001432.1	3128	2740
BGC0001544	3128	2957
BGC0001631	3128	3128
BGC0001631.1	3128	3128
BGC0000108	3128	4327
BGC0000125	3128	4327
BGC0001690	3128	4327
BGC0002540	3128	4327
BGC0001231	4025	2371
BGC0001231.1	4025	2371
BGC0001390	4025	2657
BGC0001704	4025	3263
BGC0001704.1	4025	3263
BGC0002597	4025	3263
BGC0002011	4025	3824
BGC0002011.1	4025	3824
BGC0002026	4025	3851
BGC0002026.1	4025	3851
BGC0002055	4025	3888
BGC0002055.1	4025	3888
BGC0002209	4025	4025
BGC0002239	4025	4054
BGC0001235	2641	2377
BGC0001235.1	2641	2377
BGC0001381	2641	2641
BGC0001016	2641	3199
BGC0001016.1	2641	3199
BGC0001017	2641	3199
BGC0001017.1	2641	3199
BGC0001667	2641	3199
BGC0001667.1	2641	3199
BGC0001724	2641	3301
BGC0001724.1	2641	3301
BGC0002539	2641	4326
BGC0002186	4016	4006
BGC0002197	4016	4016
BGC0002418	4016	4213
