#BGC Name	Family Number
BGC0001745.1	3340
BGC0001753	3356
BGC0001753.1	3356
BGC0001781	3410
BGC0001786	3420
BGC0001787	3422
BGC0001787.1	3422
BGC0001797	3442
BGC0001800	3448
BGC0001800.1	3448
BGC0001696	3451
BGC0001802	3451
BGC0002669	3451
BGC0001849	3536
BGC0001849.1	3536
BGC0001861	3557
BGC0001861.1	3557
BGC0001862	3559
BGC0001862.1	3559
BGC0001930.1	3559
BGC0001863	3561
BGC0001863.1	3561
BGC0001867	3569
BGC0001880	3590
BGC0001889	3606
BGC0001889.1	3606
BGC0002004	3809
BGC0002004.1	3809
BGC0002006	3813
BGC0002006.1	3813
BGC0002013	3827
BGC0002013.1	3827
BGC0001674	3832
BGC0001779	3832
BGC0001920	3832
BGC0001920.1	3832
BGC0001921.1	3832
BGC0002015	3832
BGC0002015.1	3832
BGC0002307	3832
BGC0001471	3846
BGC0001471.1	3846
BGC0002023.1	3846
BGC0001486	3853
BGC0001486.1	3853
BGC0002027.1	3853
BGC0002665	3853
BGC0002049	3881
BGC0002064	3898
BGC0002110	3941
BGC0002111	3942
BGC0002700	3942
BGC0002120	3949
BGC0002130	3958
BGC0002132	3960
BGC0002133	3961
BGC0002144	3971
BGC0002289	4092
BGC0002298	4100
BGC0002303	4104
BGC0002306	4107
BGC0002311	4111
BGC0002312	4112
BGC0002316	4116
BGC0002317	4117
BGC0002318	4118
BGC0002319	4119
BGC0002322	4122
BGC0002323	4123
BGC0002325	4125
BGC0002328	4128
BGC0002330	4130
BGC0002337	4136
BGC0002353	4152
BGC0001472	4162
BGC0001472.1	4162
BGC0002363	4162
BGC0002380	4176
BGC0002382	4178
BGC0002425	4220
BGC0002447	4242
BGC0002486	4278
BGC0002524	4312
BGC0002485	4337
BGC0002551	4337
BGC0002560	4346
BGC0002575	4359
BGC0002576	4360
BGC0002577	4361
BGC0002579	4363
BGC0002580	4364
BGC0001929	4367
BGC0001929.1	4367
BGC0002583	4367
BGC0002584	4368
BGC0002585	4369
BGC0002586	4370
BGC0002626	4403
BGC0002627	4404
BGC0002629	4405
BGC0002640	4416
BGC0002663	4436
BGC0002667	4439
BGC0002668	4440
BGC0002698	4469
BGC0002699	4470
BGC0002701	4472
BGC0002703	4474
BGC0002704	4475
BGC0002747	4503
